"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AF310","CFBP5473","CFBP5477"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"AF310_04664","CFBP5473_01230","CFBP5477_02719"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"AF310_04663","CFBP5473_01231","CFBP5477_02720"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"AF310_04662","CFBP5473_01232","CFBP5477_02721"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"AF310_04661","CFBP5473_01233","CFBP5477_02722"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"AF310_04660","CFBP5473_01234","CFBP5477_02723"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"AF310_04659","CFBP5473_01235","CFBP5477_02724"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"AF310_03551","CFBP5473_04110","CFBP5477_04317"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"AF310_03549","CFBP5473_04108","CFBP5477_04315"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"AF310_03548","CFBP5473_04107","CFBP5477_04314"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"AF310_03547","CFBP5473_04106","CFBP5477_04313"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"AF310_03546","CFBP5473_04105","CFBP5477_04312"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(AF310_03544:AF310_03545)","(CFBP5473_04103:CFBP5473_04104)","(CFBP5477_04310:CFBP5477_04311)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"AF310_03125","CFBP5473_01963","CFBP5477_01792"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"AF310_00468","CFBP5473_01416","CFBP5477_02909"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"AF310_00467","CFBP5473_01417","CFBP5477_02910"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"AF310_00466","CFBP5473_01418","CFBP5477_02911"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"AF310_00465","CFBP5473_01419","CFBP5477_02912"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"AF310_00464","CFBP5473_01420","CFBP5477_02913"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"AF310_00463","CFBP5473_01421","CFBP5477_02914"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"AF310_00462","CFBP5473_01422","CFBP5477_02915"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"AF310_02650","CFBP5473_02062","CFBP5477_01891"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"AF310_02649","CFBP5473_02061","CFBP5477_01890"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"AF310_02648","CFBP5473_02060","CFBP5477_01889"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"AF310_02647","CFBP5473_02059","CFBP5477_01888"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"AF310_02644","CFBP5473_02056","CFBP5477_01885"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"AF310_02643","CFBP5473_02055","CFBP5477_01884"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"AF310_02642","CFBP5473_02054","CFBP5477_01883"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"AF310_01624","CFBP5473_02840","CFBP5477_01204"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"AF310_01623","CFBP5473_02839","CFBP5477_01203"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"AF310_01622","CFBP5473_02838","CFBP5477_01202"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"AF310_01621","CFBP5473_02837","CFBP5477_01201"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"AF310_01620","CFBP5473_02836","CFBP5477_01200"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"AF310_01619","CFBP5473_02835","CFBP5477_01199"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"AF310_01618","CFBP5473_02834","CFBP5477_01198"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"AF310_03287","CFBP5473_01292","CFBP5477_02783"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"AF310_00284","CFBP5473_01601","CFBP5477_03123"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"AF310_00285","CFBP5473_01600","CFBP5477_03122"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"AF310_00286","CFBP5473_01599","CFBP5477_03121"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"AF310_00293","CFBP5473_01592","CFBP5477_03114"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"AF310_00294","CFBP5473_01591","CFBP5477_03113"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"AF310_00295","CFBP5473_01590","CFBP5477_03112"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"AF310_00923","CFBP5473_02576","CFBP5477_00951"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"AF310_00925","CFBP5473_02574","CFBP5477_00949"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"AF310_00926","CFBP5473_02573","CFBP5477_00948"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"AF310_00927","CFBP5473_02572","CFBP5477_00947"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"AF310_00928","CFBP5473_02571","CFBP5477_00946"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"AF310_00929","CFBP5473_02570","CFBP5477_00945"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"AF310_00930","CFBP5473_02569","CFBP5477_00944"
"g004110_1_000003","g004110_1",NA,"Purine-binding protein",80,18,311,1,1,1,0,0,0,0,311,"Purine-binding protein(311)","NA(311)",1074,1140,1077.23,19,1,"AF310_00196","CFBP5473_01689","CFBP5477_03217"
"g002440_000002","g002440",NA,"hypothetical protein",70,29,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",273,921,916.81,19,2,"AF310_00195","CFBP5473_01690","CFBP5477_03218"
"g002909_000002","g002909",NA,"hypothetical protein",70,26,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",1086,1110,1093.64,19,3,"AF310_00194","CFBP5473_01691","CFBP5477_03219"
"g000981_000002","g000981","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,42,311,1.01,1,2,0,2,0,2,313,"Galactose/methyl galactoside import ATP-binding protein MglA(306):Arabinose import ATP-binding protein AraG(5):Ribose import ATP-binding protein RbsA(2)","mglA(306):araG(5):rbsA(2)",1497,1599,1575.54,19,4,"AF310_00193","CFBP5473_01692","CFBP5477_03220"
"g003114_000003","g003114","pcs","Phosphatidylcholine synthase",80,24,311,1,1,1,0,0,0,0,311,"Phosphatidylcholine synthase(311)","pcs(311)",585,867,745.68,19,5,"AF310_00192","CFBP5473_01693","CFBP5477_03221"
"g000783_000001","g000783","ubiF","2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase",60,47,311,1,1,1,0,0,0,0,311,"2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase(268):2-octaprenylphenol hydroxylase(41):2-octaprenyl-6-methoxyphenol hydroxylase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","ubiF(268):ubiI(41):ubiH(1):mhpA(1)",1203,1326,1208.43,19,6,"AF310_00191","CFBP5473_01694","CFBP5477_03222"
"g002962_000002","g002962","dsbD","hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(305):Thiol:disulfide interchange protein DsbD(6)","NA(305):dsbD(6)",333,777,751.12,19,7,"AF310_00189","CFBP5473_01696","CFBP5477_03224"
"g003631_000003","g003631",NA,"hypothetical protein",80,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.74,20,1,"AF310_03335","CFBP5473_02813","CFBP5477_01179"
"g002587","g002587","ibpA","Small heat shock protein IbpA",50,28,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(309):Small heat shock protein IbpB(2)","ibpA(309):ibpB(2)",315,555,433.69,20,2,"AF310_03334","CFBP5473_02814","CFBP5477_01180"
"g001997_1_000003","g001997_1","rihA","Pyrimidine-specific ribonucleoside hydrolase RihA",70,31,311,1,1,2,0,1,0,1,312,"Pyrimidine-specific ribonucleoside hydrolase RihA(312)","rihA(312)",945,1038,951.92,20,3,"AF310_03333","CFBP5473_02815","CFBP5477_01181"
"g002449_000002","g002449",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",861,894,867.55,20,4,"AF310_01601","CFBP5473_02817","CFBP5477_01182"
"g004203_000003","g004203","dapD","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase",80,19,311,1,1,1,0,0,0,0,311,"2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase(311)","dapD(311)",855,861,856.34,20,5,"AF310_01602","CFBP5473_02818","CFBP5477_01183"
"g000823_000002","g000823","dapE","Succinyl-diaminopimelate desuccinylase",70,46,311,1,1,1,0,0,0,0,311,"Succinyl-diaminopimelate desuccinylase(311)","dapE(311)",1194,1284,1200.88,20,6,"AF310_01603","CFBP5473_02819","CFBP5477_01184"
"g000285_000002","g000285",NA,"putative protein",70,65,311,1,1,1,0,0,0,0,311,"putative protein(311)","NA(311)",384,1200,1181.37,21,1,"AF310_00962","CFBP5473_02537","CFBP5477_00912"
"g003687_1_000005","g003687_1","puuA","Gamma-glutamylputrescine synthetase PuuA",80,18,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine synthetase PuuA(311)","puuA(311)",1350,1440,1433.07,21,2,"AF310_00961","CFBP5473_02538","CFBP5477_00913"
"g001107_000002","g001107","puuB","Gamma-glutamylputrescine oxidoreductase",70,41,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine oxidoreductase(311)","puuB(311)",1284,1299,1289.77,21,3,"AF310_00960","CFBP5473_02539","CFBP5477_00914"
"g004732_000003","g004732","zwf","Glucose-6-phosphate 1-dehydrogenase",80,15,311,1,1,1,1,0,1,0,311,"Glucose-6-phosphate 1-dehydrogenase(312)","zwf(312)",285,1476,1470.37,21,4,"AF310_00959","CFBP5473_02540","CFBP5477_00915"
"g001375_000001","g001375","pgl","6-phosphogluconolactonase",60,38,311,1,1,1,0,0,0,0,311,"6-phosphogluconolactonase(311)","pgl(311)",699,708,699.33,21,5,"AF310_00958","CFBP5473_02541","CFBP5477_00916"
"g002491_1_000004","g002491_1","edd","Phosphogluconate dehydratase",80,22,311,1,1,1,1,0,1,0,311,"Phosphogluconate dehydratase(310):hypothetical protein(2)","edd(310):NA(2)",150,1941,1809.46,21,6,"AF310_00957","CFBP5473_02542","CFBP5477_00917"
"g000799_000001","g000799",NA,"hypothetical protein",60,47,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",384,543,411.76,22,1,"AF310_00533","CFBP5473_01351","CFBP5477_02844"
"g002451_000003","g002451","purQ","Phosphoribosylformylglycinamidine synthase subunit PurQ",80,29,311,1,1,1,0,0,0,0,311,"Phosphoribosylformylglycinamidine synthase subunit PurQ(311)","purQ(311)",672,675,672.48,22,2,"AF310_00532","CFBP5473_01352","CFBP5477_02845"
"g011014_000004","g011014","purC","Phosphoribosylaminoimidazole-succinocarboxamide synthase",90,6,311,1,1,1,0,0,0,0,311,"Phosphoribosylaminoimidazole-succinocarboxamide synthase(311)","purC(311)",765,765,765,22,3,"AF310_00530","CFBP5473_01354","CFBP5477_02847"
"g001773_000003","g001773",NA,"hypothetical protein",80,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",537,621,561.96,22,4,"AF310_00527","CFBP5473_01357","CFBP5477_02850"
"g005312_000003","g005312","purB","Adenylosuccinate lyase",80,14,311,1,1,1,0,0,0,0,311,"Adenylosuccinate lyase(311)","purB(311)",1281,1374,1325.88,22,5,"AF310_00526","CFBP5473_01358","CFBP5477_02853"
"g002766_1_000002","g002766_1","rpe","Ribulose-phosphate 3-epimerase",70,26,311,1,1,1,0,0,0,0,311,"Ribulose-phosphate 3-epimerase(311)","rpe(311)",678,687,680.37,22,6,"AF310_00525","CFBP5473_01359","CFBP5477_02854"
"g000404","g000404",NA,"hypothetical protein",50,58,311,1,1,1,284,0,284,0,311,"hypothetical protein(595)","NA(595)",1170,2697,1344.35,23,1,"AF310_01248","CFBP5473_03582","CFBP5477_03734"
"g000552_1_000007","g000552_1","secA","Protein translocase subunit SecA",80,37,311,1,1,1,143,0,143,0,311,"Protein translocase subunit SecA(311):hypothetical protein(143)","secA(311):NA(143)",894,3750,2142.71,23,2,"AF310_01227","CFBP5473_03603","CFBP5477_03755"
"g003423_000001","g003423","prsA","Foldase protein PrsA",60,23,311,1,1,1,0,0,0,0,311,"Foldase protein PrsA(230):Putative peptidyl-prolyl cis-trans isomerase Cbf2(81)","prsA(230):cbf2(81)",843,924,894.42,23,3,"AF310_01228","CFBP5473_03602","CFBP5477_03754"
"g001869_000003","g001869","argJ","Arginine biosynthesis bifunctional protein ArgJ",80,33,311,1,1,1,0,0,0,0,311,"Arginine biosynthesis bifunctional protein ArgJ(161):Glutamate N-acetyltransferase 2(150)","argJ(161):oat2(150)",1068,1293,1235.91,23,4,"AF310_01229","CFBP5473_03601","CFBP5477_03753"
"g002185_000001","g002185","mshD","hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(277):Mycothiol acetyltransferase(34)","NA(277):mshD(34)",768,819,791.8,23,5,"AF310_01230","CFBP5473_03600","CFBP5477_03752"
"g002469_1_000005","g002469_1","nudG","CTP pyrophosphohydrolase",80,22,311,1,1,1,0,0,0,0,311,"CTP pyrophosphohydrolase(308):8-oxo-dGTP diphosphatase(3)","nudG(308):mutT(3)",408,441,421.03,23,6,"AF310_01231","CFBP5473_03599","CFBP5477_03751"
"g004184_000001","g004184",NA,"hypothetical protein",60,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",174,177,175.73,24,1,"AF310_02846","CFBP5473_00661","CFBP5477_02127"
"g004013_000003","g004013",NA,"hypothetical protein",80,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",204,435,218.92,24,2,"AF310_02847","CFBP5473_00662","CFBP5477_02128"
"g005110_1_000004","g005110_1","purE","N5-carboxyaminoimidazole ribonucleotide mutase",80,13,311,1,1,1,0,0,0,0,311,"N5-carboxyaminoimidazole ribonucleotide mutase(311)","purE(311)",498,501,500.21,24,3,"AF310_02848","CFBP5473_00663","CFBP5477_02129"
"g000591_000002","g000591","purK","N5-carboxyaminoimidazole ribonucleotide synthase",70,51,311,1,1,1,1,0,1,0,311,"N5-carboxyaminoimidazole ribonucleotide synthase(312)","purK(312)",150,1182,1075.77,24,4,"AF310_02849","CFBP5473_00664","CFBP5477_02130"
"g009295_000004","g009295","rpmJ","50S ribosomal protein L36",90,7,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L36(311)","rpmJ(311)",126,126,126,24,5,"AF310_02850","CFBP5473_00665","CFBP5477_02131"
"g000342","g000342",NA,"hypothetical protein",50,60,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",513,804,650.39,24,6,"AF310_02851","CFBP5473_00666","CFBP5477_02132"
"g000113","g000113","rcsC","Sensor histidine kinase RcsC",50,77,311,1,1,2,2,1,2,1,312,"Sensor histidine kinase RcsC(309):Cell-division control histidine kinase PdhS(4):hypothetical protein(1)","rcsC(309):pdhS(4):NA(1)",213,4242,3757.6,25,1,"AF310_00975","CFBP5473_02524","CFBP5477_00900"
"g001400_000003","g001400","gppA","Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase",80,37,311,1,1,1,0,0,0,0,311,"Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase(278):Exopolyphosphatase(32):Exopolyphosphatase 2(1)","gppA(278):ppx(32):ppx2(1)",987,1818,1542.56,25,2,"AF310_00977","CFBP5473_02522","CFBP5477_00898"
"g001832_000002","g001832","rlmE","Ribosomal RNA large subunit methyltransferase E",70,34,311,1,1,1,0,0,0,0,311,"Ribosomal RNA large subunit methyltransferase E(311)","rlmE(311)",720,795,742.3,25,3,"AF310_00978","CFBP5473_02521","CFBP5477_00897"
"g002093_000001","g002093","hsrA","putative transport protein HsrA",60,31,311,1,1,1,1,0,1,0,311,"putative transport protein HsrA(311):hypothetical protein(1)","hsrA(311):NA(1)",237,1563,1408.48,25,4,"AF310_00979","CFBP5473_02520","CFBP5477_00896"
