"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CG475","CG988","AB3","AT6","CG415","CG102","CG412","ICMP10754","SBV_10752","CG1000","K306","NCPPB3554","CG516"
"g000713_000002","g000713","yvqK","Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase",70,49,311,1,1,1,0,0,0,0,311,"Cob(I)yrinic acid a%2Cc-diamide adenosyltransferase(310):Cobalamin adenosyltransferase(1)","NA(309):yvqK(1):cobO(1)",579,594,581.38,7,2,"CG475_01872","CG988_02180","AB3_03618","AT6_02913","CG415_04737","CG102_00039","CG412_03115","ICMP10754_03454","SBV_10752_03894","CG1000_04732","K306_03551","NCPPB3554_04427","CG516_03932"
"g004631_000002","g004631",NA,"hypothetical protein",70,17,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",198,204,199.58,7,3,"CG475_01873","CG988_02179","AB3_03617","AT6_02914","CG415_04738","CG102_00038","CG412_03114","ICMP10754_03455","SBV_10752_03895","CG1000_04731","K306_03552","NCPPB3554_04428","CG516_03933"
"g001696_000002","g001696","actIII","hypothetical protein",70,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(234):Putative ketoacyl reductase(77)","NA(234):actIII(77)",705,834,833.5,7,4,"CG475_01874","CG988_02178","AB3_03616","AT6_02915","CG415_04739","CG102_00037","CG412_03113","ICMP10754_03456","SBV_10752_03896","CG1000_04730","K306_03553","NCPPB3554_04429","CG516_03934"
"g002400_000001","g002400",NA,"hypothetical protein",60,19,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",144,1080,922,7,5,"CG475_01875","CG988_02177","AB3_03615","AT6_02916","CG415_04740","CG102_00036","CG412_03112","ICMP10754_03457","SBV_10752_03897","CG1000_04729","K306_03554","NCPPB3554_04430","CG516_03935"
"g000087_000001","g000087","gltX","Glutamate--tRNA ligase",60,87,311,1,1,1,0,0,0,0,311,"Glutamate--tRNA ligase(289):Glutamate--tRNA ligase 1(22)","gltX(289):gltX1(22)",846,930,889.77,7,6,"CG475_01876","CG988_02176","AB3_03614","AT6_02917","CG415_04741","CG102_00035","CG412_03111","ICMP10754_03458","SBV_10752_03898","CG1000_04728","K306_03555","NCPPB3554_04431","CG516_03936"
"g000392","g000392","alkA","DNA-3-methyladenine glycosylase",50,59,311,1,1,1,0,0,0,0,311,"DNA-3-methyladenine glycosylase(127):hypothetical protein(93):putative bifunctional transcriptional activator/DNA repair enzyme AlkA(91)","alkA(218):NA(93)",306,678,646.53,7,7,"CG475_01877","CG988_02175","AB3_03613","AT6_02918","CG415_04742","CG102_00034","CG412_03110","ICMP10754_03459","SBV_10752_03899","CG1000_04727","K306_03556","NCPPB3554_04432","CG516_03937"
"g004373_000004","g004373",NA,"hypothetical protein",90,16,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",279,582,556.6,7,8,"CG475_01878","CG988_02174","AB3_03612","AT6_02919","CG415_04743","CG102_00033","CG412_03109","ICMP10754_03460","SBV_10752_03900","CG1000_04726","K306_03557","NCPPB3554_04433","CG516_03938"
"g001468","g001468","dsbB","Disulfide bond formation protein B",50,36,311,1,1,1,0,0,0,0,311,"Disulfide bond formation protein B(311)","dsbB(311)",510,519,514.75,7,9,"CG475_01880","CG988_02173","AB3_03611","AT6_02920","CG415_04745","CG102_00032","CG412_03108","ICMP10754_03461","SBV_10752_03901","CG1000_04725","K306_03558","NCPPB3554_04434","CG516_03940"
"g002130_1_000008","g002130_1","fpr","Flavodoxin/ferredoxin--NADP reductase",80,24,311,1,1,1,0,0,0,0,311,"Flavodoxin/ferredoxin--NADP reductase(311)","fpr(311)",624,813,812.39,8,1,"CG475_04369","CG988_00317","AB3_03200","AT6_04262","CG415_02135","CG102_01506","CG412_04252","ICMP10754_05271","SBV_10752_04178","CG1000_00560","K306_01552","NCPPB3554_03160","CG516_02705"
"g000572_000001","g000572",NA,"hypothetical protein",60,53,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",507,558,509.43,8,2,"CG475_04368","CG988_00318","AB3_03201","AT6_04263","CG415_02136","CG102_01507","CG412_04251","ICMP10754_05270","SBV_10752_04177","CG1000_00559","K306_01553","NCPPB3554_03159","CG516_02706"
"g003317_1_000004","g003317_1","sir","Sulfite reductase [ferredoxin]",80,18,311,1,1,1,2,0,2,0,311,"Sulfite reductase [ferredoxin](310):hypothetical protein(3)","sir(310):NA(3)",666,1680,1661.85,8,3,"CG475_04367","CG988_00319","AB3_03202","AT6_04264","CG415_02137","CG102_01508","CG412_04250","ICMP10754_05269","SBV_10752_04176","CG1000_00558","K306_01554","NCPPB3554_03158","CG516_02707"
"g002476_000001","g002476",NA,"hypothetical protein",60,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",315,315,315,8,4,"CG475_04366","CG988_00320","AB3_03203","AT6_04265","CG415_02138","CG102_01509","CG412_04249","ICMP10754_05268","SBV_10752_04175","CG1000_00557","K306_01555","NCPPB3554_03157","CG516_02708"
"g000869_000002","g000869","cysG","Siroheme synthase",70,45,311,1,1,1,1,0,1,0,311,"Siroheme synthase(312)","cysG(312)",282,1593,1451.82,8,5,"CG475_04365","CG988_00321","AB3_03204","AT6_04266","CG415_02139","CG102_01510","CG412_04248","ICMP10754_05267","SBV_10752_04174","CG1000_00556","K306_01556","NCPPB3554_03156","CG516_02709"
"g000928_1_000002","g000928_1",NA,"hypothetical protein",70,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",588,615,588.17,8,6,"CG475_04364","CG988_00322","AB3_03205","AT6_04267","CG415_02140","CG102_01511","CG412_04247","ICMP10754_05266","SBV_10752_04173","CG1000_00555","K306_01557","NCPPB3554_03155","CG516_02710"
"g000801_000002","g000801","mazG","Nucleoside triphosphate pyrophosphohydrolase",70,42,311,1,1,1,0,0,0,0,311,"Nucleoside triphosphate pyrophosphohydrolase(311)","mazG(311)",546,876,841.33,8,7,"CG475_04363","CG988_00323","AB3_03206","AT6_04268","CG415_02141","CG102_01512","CG412_04246","ICMP10754_05265","SBV_10752_04172","CG1000_00554","K306_01558","NCPPB3554_03154","CG516_02711"
"g001749_000002","g001749","hflX","GTPase HflX",70,32,311,1,1,1,1,0,1,0,311,"GTPase HflX(310):hypothetical protein(2)","hflX(310):NA(2)",249,1461,1385.03,8,8,"CG475_04361","CG988_00325","AB3_03208","AT6_04270","CG415_02143","CG102_01514","CG412_04244","ICMP10754_05263","SBV_10752_04170","CG1000_00552","K306_01560","NCPPB3554_03152","CG516_02713"
"g001211_1_000003","g001211_1","ybhL","Inner membrane protein YbhL",70,28,311,1,1,2,0,1,0,1,312,"Inner membrane protein YbhL(310):hypothetical protein(2)","ybhL(310):NA(2)",126,846,750.32,9,1,"CG475_04158","CG988_00561","AB3_03756","AT6_02775","CG415_04600","CG102_00178","CG412_03252","ICMP10754_03317","SBV_10752_03757","CG1000_04869","K306_03414","NCPPB3554_04290","CG516_03795"
"g001607_000002","g001607",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",2478,2562,2554.6,9,2,"CG475_04159","CG988_00562","AB3_03755","AT6_02776","CG415_04601","CG102_00177","CG412_03251","ICMP10754_03318","SBV_10752_03758","CG1000_04868","K306_03415","NCPPB3554_04291","CG516_03796"
"g002046_000003","g002046","lolD","Lipoprotein-releasing system ATP-binding protein LolD",80,32,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(224):putative ABC transporter ATP-binding protein(87)","lolD(224):NA(87)",711,765,712.25,9,3,"CG475_04160","CG988_00563","AB3_03754","AT6_02777","CG415_04602","CG102_00176","CG412_03250","ICMP10754_03319","SBV_10752_03759","CG1000_04867","K306_03416","NCPPB3554_04292","CG516_03797"
"g000645_000001","g000645",NA,"Arylesterase",60,51,311,1,1,1,0,0,0,0,311,"Arylesterase(258):hypothetical protein(53)","NA(311)",648,852,670.4,9,4,"CG475_04161","CG988_00564","AB3_03753","AT6_02778","CG415_04603","CG102_00175","CG412_03249","ICMP10754_03320","SBV_10752_03760","CG1000_04866","K306_03417","NCPPB3554_04293","CG516_03798"
"g002692_000003","g002692","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,27,311,1,1,1,0,0,0,0,311,"RNA 2'%2C3'-cyclic phosphodiesterase(311)","thpR(311)",498,597,593.51,9,5,"CG475_04162","CG988_00565","AB3_03752","AT6_02779","CG415_04604","CG102_00174","CG412_03248","ICMP10754_03321","SBV_10752_03761","CG1000_04865","K306_03418","NCPPB3554_04294","CG516_03799"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"CG475_04163","CG988_00566","AB3_03751","AT6_02780","CG415_04605","CG102_00173","CG412_03247","ICMP10754_03322","SBV_10752_03762","CG1000_04864","K306_03419","NCPPB3554_04295","CG516_03800"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"CG475_04164","CG988_00567","AB3_03750","AT6_02781","CG415_04606","CG102_00172","CG412_03246","ICMP10754_03323","SBV_10752_03763","CG1000_04863","K306_03420","NCPPB3554_04296","CG516_03801"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"CG475_04165","CG988_00568","AB3_03749","AT6_02782","CG415_04607","CG102_00171","CG412_03245","ICMP10754_03324","SBV_10752_03764","CG1000_04862","K306_03421","NCPPB3554_04297","CG516_03802"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"CG475_03940","CG988_01191","AB3_03970","AT6_02559","CG415_04387","CG102_00392","CG412_03463","ICMP10754_03107","SBV_10752_03546","CG1000_04645","K306_03202","NCPPB3554_04078","CG516_03579"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"CG475_03939","CG988_01192","AB3_03971","AT6_02558","CG415_04386","CG102_00393","CG412_03464","ICMP10754_03106","SBV_10752_03545","CG1000_04646","K306_03201","NCPPB3554_04077","CG516_03578"
"g004759_000003","g004759","ahcY","Adenosylhomocysteinase",80,16,311,1,1,1,0,0,0,0,311,"Adenosylhomocysteinase(311)","ahcY(311)",1398,1401,1400.97,10,3,"CG475_03938","CG988_01193","AB3_03972","AT6_02557","CG415_04385","CG102_00394","CG412_03465","ICMP10754_03105","SBV_10752_03544","CG1000_04647","K306_03200","NCPPB3554_04076","CG516_03577"
"g001721_000002","g001721","rcsC","Sensor histidine kinase RcsC",70,33,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(309):Sensor protein DivL(2):hypothetical protein(1)","rcsC(309):divL(2):NA(1)",864,2646,2582.24,10,4,"CG475_03937","CG988_01194","AB3_03973","AT6_02556","CG415_04384","CG102_00395","CG412_03466","ICMP10754_03104","SBV_10752_03543","CG1000_04648","K306_03199","NCPPB3554_04075","CG516_03576"
"g000148","g000148",NA,"hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",186,1530,1502.58,10,5,"CG475_03936","CG988_01195","AB3_03974","AT6_02555","CG415_04383","CG102_00396","CG412_03467","ICMP10754_03103","SBV_10752_03542","CG1000_04649","K306_03198","NCPPB3554_04074","CG516_03575"
"g000256_000001","g000256","murU","N-acetylmuramate alpha-1-phosphate uridylyltransferase",60,68,311,1,1,1,0,0,0,0,311,"N-acetylmuramate alpha-1-phosphate uridylyltransferase(311)","murU(311)",672,738,733.6,10,6,"CG475_03935","CG988_01196","AB3_03975","AT6_02554","CG415_04382","CG102_00397","CG412_03468","ICMP10754_03102","SBV_10752_03541","CG1000_04650","K306_03197","NCPPB3554_04073","CG516_03574"
"g000073_000001","g000073","addA","hypothetical protein",60,92,311,1.01,1,3,309,2,310,3,314,"hypothetical protein(313):ATP-dependent helicase/nuclease subunit A(312):RecBCD enzyme subunit RecB(1)","NA(313):addA(312):recB(1)",147,6732,3351.11,10,7,"(CG475_03933:CG475_03934)","(CG988_03212:CG988_03213)","(AB3_03976:AB3_03977)","(AT6_02552:AT6_02553)","(CG415_04380:CG415_04381)","(CG102_00398:CG102_00399)","(CG412_03469:CG412_03470)","(ICMP10754_03100:ICMP10754_03101)","(SBV_10752_03539:SBV_10752_03540)","(CG1000_04651:CG1000_04652)","(K306_03195:K306_03196)","(NCPPB3554_04071:NCPPB3554_04072)","(CG516_03572:CG516_03573)"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"CG475_03633","CG988_02753","AB3_02767","AT6_05257","CG415_01755","CG102_03171","CG412_04103","ICMP10754_04667","SBV_10752_01507","CG1000_01543","K306_01184","NCPPB3554_03527","CG516_00931"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"CG475_03632","CG988_02754","AB3_02768","AT6_05256","CG415_01756","CG102_03170","CG412_04102","ICMP10754_04668","SBV_10752_01508","CG1000_01544","K306_01185","NCPPB3554_03526","CG516_00930"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"CG475_03631","CG988_02755","AB3_02769","AT6_05255","CG415_01757","CG102_03169","CG412_04101","ICMP10754_04669","SBV_10752_01509","CG1000_01545","K306_01186","NCPPB3554_03525","CG516_00929"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"CG475_03630","CG988_02756","AB3_02770","AT6_05254","CG415_01758","CG102_03168","CG412_04100","ICMP10754_04670","SBV_10752_01510","CG1000_01546","K306_01187","NCPPB3554_03524","CG516_00928"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"CG475_03629","CG988_02757","AB3_02771","AT6_05253","CG415_01759","CG102_03167","CG412_04099","ICMP10754_04671","SBV_10752_01511","CG1000_01547","K306_01188","NCPPB3554_03523","CG516_00927"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"CG475_03628","CG988_02758","AB3_02772","AT6_05252","CG415_01760","CG102_03166","CG412_04098","ICMP10754_04672","SBV_10752_01512","CG1000_01548","K306_01189","NCPPB3554_03522","CG516_00926"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"CG475_03627","CG988_02759","AB3_02773","AT6_05251","CG415_01761","CG102_03165","CG412_04097","ICMP10754_04673","SBV_10752_01513","CG1000_01549","K306_01190","NCPPB3554_03521","CG516_00925"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"CG475_02359","CG988_05388","AB3_04015","AT6_03916","CG415_01508","CG102_04877","CG412_02414","ICMP10754_02995","SBV_10752_03447","CG1000_00360","K306_01752","NCPPB3554_02960","CG516_02904"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"CG475_02360","CG988_05387","AB3_04014","AT6_03915","CG415_01509","CG102_04876","CG412_02415","ICMP10754_02996","SBV_10752_03446","CG1000_00361","K306_01751","NCPPB3554_02961","CG516_02903"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"CG475_02361","CG988_05386","AB3_04013","AT6_03914","CG415_01510","CG102_04875","CG412_02416","ICMP10754_02997","SBV_10752_03445","CG1000_00362","K306_01750","NCPPB3554_02962","CG516_02902"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"CG475_02362","CG988_05385","AB3_04012","AT6_03913","CG415_01511","CG102_04874","CG412_02417","ICMP10754_02998","SBV_10752_03444","CG1000_00363","K306_01749","NCPPB3554_02963","CG516_02901"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"CG475_02363","CG988_05384","AB3_04011","AT6_03912","CG415_01512","CG102_04873","CG412_02418","ICMP10754_02999","SBV_10752_03443","CG1000_00364","K306_01748","NCPPB3554_02964","CG516_02900"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"CG475_02364","CG988_05383","AB3_04010","AT6_03911","CG415_01513","CG102_04872","CG412_02419","ICMP10754_03000","SBV_10752_03442","CG1000_00365","K306_01747","NCPPB3554_02965","CG516_02899"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"CG475_02365","CG988_05382","AB3_04009","AT6_03910","CG415_01514","CG102_04871","CG412_02420","ICMP10754_03001","SBV_10752_03441","CG1000_00366","K306_01746","NCPPB3554_02966","CG516_02898"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"CG475_02175","CG988_04466","AB3_05024","AT6_05055","CG415_04938","CG102_04470","CG412_02232","ICMP10754_01812","SBV_10752_00178","CG1000_00177","K306_01936","NCPPB3554_02776","CG516_00439"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"CG475_02174","CG988_04467","AB3_05025","AT6_05056","CG415_04937","CG102_04469","CG412_02231","ICMP10754_01811","SBV_10752_00179","CG1000_00176","K306_01937","NCPPB3554_02775","CG516_00438"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"CG475_02173","CG988_04468","AB3_05026","AT6_05057","CG415_04936","CG102_04468","CG412_02230","ICMP10754_01810","SBV_10752_00180","CG1000_00175","K306_01938","NCPPB3554_02774","CG516_00437"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"CG475_02172","CG988_04469","AB3_05027","AT6_05058","CG415_04935","CG102_04467","CG412_02229","ICMP10754_01809","SBV_10752_00181","CG1000_00174","K306_01939","NCPPB3554_02773","CG516_00436"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"CG475_02171","CG988_04470","AB3_05028","AT6_05059","CG415_04934","CG102_04466","CG412_02228","ICMP10754_01808","SBV_10752_00182","CG1000_00173","K306_01940","NCPPB3554_02772","CG516_00435"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(CG475_02169:CG475_02170)","(CG988_04471:CG988_04472)","(AB3_05029:AB3_05030)","(AT6_05060:AT6_05061)","(CG415_04932:CG415_04933)","(CG102_04464:CG102_04465)","(CG412_02226:CG412_02227)","(ICMP10754_01806:ICMP10754_01807)","(SBV_10752_00183:SBV_10752_00184)","(CG1000_00171:CG1000_00172)","(K306_01941:K306_01942)","(NCPPB3554_02770:NCPPB3554_02771)","(CG516_00433:CG516_00434)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"CG475_02168","CG988_04473","AB3_05031","AT6_05062","CG415_04931","CG102_04463","CG412_02225","ICMP10754_01805","SBV_10752_00185","CG1000_00170","K306_01943","NCPPB3554_02769","CG516_00432"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"CG475_04479","CG988_03019","AB3_03090","AT6_04151","CG415_02023","CG102_01398","CG412_04360","ICMP10754_05379","SBV_10752_04286","CG1000_00668","K306_01444","NCPPB3554_03268","CG516_02281"
