"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","R90","R891"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"R90_01044","R891_01199"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"R90_01043","R891_01200"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"R90_01042","R891_01201"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"R90_01040","R891_01203"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"(R90_01038:R90_01039)","R891_01204"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"R90_01037","R891_01205"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"R90_01036","R891_01206"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"R90_02492","R891_00649"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"R90_02491","R891_00648"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"R90_02490","R891_00647"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"R90_02489","R891_00646"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"R90_02486","R891_00643"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"R90_02485","R891_00642"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"R90_02484","R891_00641"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"R90_03961","R891_02671"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"R90_03960","R891_02670"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"R90_03959","R891_02669"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"R90_03958","R891_02668"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"R90_03957","R891_02667"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"R90_03956","R891_02666"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"R90_03955","R891_02665"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"R90_01052","R891_01192"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"R90_02039","R891_00195"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"R90_02040","R891_00196"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"R90_02041","R891_00197"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"R90_02047","R891_00203"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"R90_02048","R891_00204"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"R90_02049","R891_00205"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"R90_03623","R891_02347"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"R90_03621","R891_02345"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"R90_03620","R891_02344"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"R90_03619","R891_02343"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"R90_03618","R891_02342"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"R90_03617","R891_02341"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"R90_03616","R891_02340"
"g004110_1_000003","g004110_1",NA,"Purine-binding protein",80,18,311,1,1,1,0,0,0,0,311,"Purine-binding protein(311)","NA(311)",1074,1140,1077.23,19,1,"R90_00289","R891_03769"
"g002440_000002","g002440",NA,"hypothetical protein",70,29,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",273,921,916.81,19,2,"R90_00288","R891_03768"
"g002909_000002","g002909",NA,"hypothetical protein",70,26,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",1086,1110,1093.64,19,3,"R90_00287","R891_03767"
"g000981_000002","g000981","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,42,311,1.01,1,2,0,2,0,2,313,"Galactose/methyl galactoside import ATP-binding protein MglA(306):Arabinose import ATP-binding protein AraG(5):Ribose import ATP-binding protein RbsA(2)","mglA(306):araG(5):rbsA(2)",1497,1599,1575.54,19,4,"R90_00286","R891_03766"
"g003114_000003","g003114","pcs","Phosphatidylcholine synthase",80,24,311,1,1,1,0,0,0,0,311,"Phosphatidylcholine synthase(311)","pcs(311)",585,867,745.68,19,5,"R90_00285","R891_03765"
"g000783_000001","g000783","ubiF","2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase",60,47,311,1,1,1,0,0,0,0,311,"2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase(268):2-octaprenylphenol hydroxylase(41):2-octaprenyl-6-methoxyphenol hydroxylase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","ubiF(268):ubiI(41):ubiH(1):mhpA(1)",1203,1326,1208.43,19,6,"R90_00284","R891_03764"
"g002962_000002","g002962","dsbD","hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(305):Thiol:disulfide interchange protein DsbD(6)","NA(305):dsbD(6)",333,777,751.12,19,7,"R90_00282","R891_03762"
"g003631_000003","g003631",NA,"hypothetical protein",80,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.74,20,1,"R90_03939","R891_02649"
"g002587","g002587","ibpA","Small heat shock protein IbpA",50,28,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(309):Small heat shock protein IbpB(2)","ibpA(309):ibpB(2)",315,555,433.69,20,2,"R90_03940","R891_02650"
"g001997_1_000003","g001997_1","rihA","Pyrimidine-specific ribonucleoside hydrolase RihA",70,31,311,1,1,2,0,1,0,1,312,"Pyrimidine-specific ribonucleoside hydrolase RihA(312)","rihA(312)",945,1038,951.92,20,3,"R90_03941","R891_02651"
"g002449_000002","g002449",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",861,894,867.55,20,4,"R90_03942","R891_02652"
"g004203_000003","g004203","dapD","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase",80,19,311,1,1,1,0,0,0,0,311,"2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase(311)","dapD(311)",855,861,856.34,20,5,"R90_03943","R891_02653"
"g000823_000002","g000823","dapE","Succinyl-diaminopimelate desuccinylase",70,46,311,1,1,1,0,0,0,0,311,"Succinyl-diaminopimelate desuccinylase(311)","dapE(311)",1194,1284,1200.88,20,6,"R90_03944","R891_02654"
"g000285_000002","g000285",NA,"putative protein",70,65,311,1,1,1,0,0,0,0,311,"putative protein(311)","NA(311)",384,1200,1181.37,21,1,"R90_03583","R891_02307"
"g003687_1_000005","g003687_1","puuA","Gamma-glutamylputrescine synthetase PuuA",80,18,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine synthetase PuuA(311)","puuA(311)",1350,1440,1433.07,21,2,"R90_03584","R891_02308"
"g001107_000002","g001107","puuB","Gamma-glutamylputrescine oxidoreductase",70,41,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine oxidoreductase(311)","puuB(311)",1284,1299,1289.77,21,3,"R90_03585","R891_02309"
"g004732_000003","g004732","zwf","Glucose-6-phosphate 1-dehydrogenase",80,15,311,1,1,1,1,0,1,0,311,"Glucose-6-phosphate 1-dehydrogenase(312)","zwf(312)",285,1476,1470.37,21,4,"R90_03586","R891_02310"
"g001375_000001","g001375","pgl","6-phosphogluconolactonase",60,38,311,1,1,1,0,0,0,0,311,"6-phosphogluconolactonase(311)","pgl(311)",699,708,699.33,21,5,"R90_03587","R891_02311"
"g002491_1_000004","g002491_1","edd","Phosphogluconate dehydratase",80,22,311,1,1,1,1,0,1,0,311,"Phosphogluconate dehydratase(310):hypothetical protein(2)","edd(310):NA(2)",150,1941,1809.46,21,6,"R90_03588","R891_02312"
"g000799_000001","g000799",NA,"hypothetical protein",60,47,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",384,543,411.76,22,1,"R90_02239","R891_00395"
"g002451_000003","g002451","purQ","Phosphoribosylformylglycinamidine synthase subunit PurQ",80,29,311,1,1,1,0,0,0,0,311,"Phosphoribosylformylglycinamidine synthase subunit PurQ(311)","purQ(311)",672,675,672.48,22,2,"R90_02238","R891_00394"
"g011014_000004","g011014","purC","Phosphoribosylaminoimidazole-succinocarboxamide synthase",90,6,311,1,1,1,0,0,0,0,311,"Phosphoribosylaminoimidazole-succinocarboxamide synthase(311)","purC(311)",765,765,765,22,3,"R90_02236","R891_00392"
"g001773_000003","g001773",NA,"hypothetical protein",80,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",537,621,561.96,22,4,"R90_02234","R891_00390"
"g005312_000003","g005312","purB","Adenylosuccinate lyase",80,14,311,1,1,1,0,0,0,0,311,"Adenylosuccinate lyase(311)","purB(311)",1281,1374,1325.88,22,5,"R90_02233","R891_00389"
"g002766_1_000002","g002766_1","rpe","Ribulose-phosphate 3-epimerase",70,26,311,1,1,1,0,0,0,0,311,"Ribulose-phosphate 3-epimerase(311)","rpe(311)",678,687,680.37,22,6,"R90_02232","R891_00388"
"g000404","g000404",NA,"hypothetical protein",50,58,311,1,1,1,284,0,284,0,311,"hypothetical protein(595)","NA(595)",1170,2697,1344.35,23,1,"R90_02764","R891_01808"
"g000552_1_000007","g000552_1","secA","Protein translocase subunit SecA",80,37,311,1,1,1,143,0,143,0,311,"Protein translocase subunit SecA(311):hypothetical protein(143)","secA(311):NA(143)",894,3750,2142.71,23,2,"R90_02761","R891_01805"
"g003423_000001","g003423","prsA","Foldase protein PrsA",60,23,311,1,1,1,0,0,0,0,311,"Foldase protein PrsA(230):Putative peptidyl-prolyl cis-trans isomerase Cbf2(81)","prsA(230):cbf2(81)",843,924,894.42,23,3,"R90_02760","R891_01804"
"g001869_000003","g001869","argJ","Arginine biosynthesis bifunctional protein ArgJ",80,33,311,1,1,1,0,0,0,0,311,"Arginine biosynthesis bifunctional protein ArgJ(161):Glutamate N-acetyltransferase 2(150)","argJ(161):oat2(150)",1068,1293,1235.91,23,4,"R90_02759","R891_01803"
"g002185_000001","g002185","mshD","hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(277):Mycothiol acetyltransferase(34)","NA(277):mshD(34)",768,819,791.8,23,5,"R90_02758","R891_01802"
"g002469_1_000005","g002469_1","nudG","CTP pyrophosphohydrolase",80,22,311,1,1,1,0,0,0,0,311,"CTP pyrophosphohydrolase(308):8-oxo-dGTP diphosphatase(3)","nudG(308):mutT(3)",408,441,421.03,23,6,"R90_02757","R891_01801"
"g004184_000001","g004184",NA,"hypothetical protein",60,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",174,177,175.73,24,1,"R90_01613","R891_03060"
"g004013_000003","g004013",NA,"hypothetical protein",80,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",204,435,218.92,24,2,"R90_01614","R891_03061"
"g005110_1_000004","g005110_1","purE","N5-carboxyaminoimidazole ribonucleotide mutase",80,13,311,1,1,1,0,0,0,0,311,"N5-carboxyaminoimidazole ribonucleotide mutase(311)","purE(311)",498,501,500.21,24,3,"R90_01615","R891_03062"
"g000591_000002","g000591","purK","N5-carboxyaminoimidazole ribonucleotide synthase",70,51,311,1,1,1,1,0,1,0,311,"N5-carboxyaminoimidazole ribonucleotide synthase(312)","purK(312)",150,1182,1075.77,24,4,"R90_01616","R891_03063"
"g009295_000004","g009295","rpmJ","50S ribosomal protein L36",90,7,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L36(311)","rpmJ(311)",126,126,126,24,5,"R90_01617","R891_03064"
"g000342","g000342",NA,"hypothetical protein",50,60,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",513,804,650.39,24,6,"R90_01618","R891_03065"
"g000113","g000113","rcsC","Sensor histidine kinase RcsC",50,77,311,1,1,2,2,1,2,1,312,"Sensor histidine kinase RcsC(309):Cell-division control histidine kinase PdhS(4):hypothetical protein(1)","rcsC(309):pdhS(4):NA(1)",213,4242,3757.6,25,1,"R90_03573","R891_02297"
"g001400_000003","g001400","gppA","Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase",80,37,311,1,1,1,0,0,0,0,311,"Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase(278):Exopolyphosphatase(32):Exopolyphosphatase 2(1)","gppA(278):ppx(32):ppx2(1)",987,1818,1542.56,25,2,"R90_03570","R891_02294"
"g001832_000002","g001832","rlmE","Ribosomal RNA large subunit methyltransferase E",70,34,311,1,1,1,0,0,0,0,311,"Ribosomal RNA large subunit methyltransferase E(311)","rlmE(311)",720,795,742.3,25,3,"R90_03569","R891_02293"
"g002093_000001","g002093","hsrA","putative transport protein HsrA",60,31,311,1,1,1,1,0,1,0,311,"putative transport protein HsrA(311):hypothetical protein(1)","hsrA(311):NA(1)",237,1563,1408.48,25,4,"R90_03568","R891_02292"
"g001355_1_000001","g001355_1","ytnP","hypothetical protein",60,37,311,1,1,1,0,0,0,0,311,"hypothetical protein(310):putative quorum-quenching lactonase YtnP(1)","NA(310):ytnP(1)",873,1005,972.61,25,5,"R90_03567","R891_02291"
"g004989_000003","g004989","guaB","Inosine-5'-monophosphate dehydrogenase",80,15,311,1,1,1,0,0,0,0,311,"Inosine-5'-monophosphate dehydrogenase(311)","guaB(311)",1485,1506,1497.86,25,6,"R90_03566","R891_02290"
"g000731_000002","g000731","hit","hypothetical protein",70,49,311,1,1,1,0,0,0,0,311,"hypothetical protein(195):Protein hit(116)","NA(195):hit(116)",417,432,429.03,26,1,"R90_02116","R891_00272"
"g001096_000002","g001096",NA,"hypothetical protein",70,40,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",1179,1260,1196.1,26,2,"R90_02115","R891_00271"
"g001231_000002","g001231",NA,"hypothetical protein",70,40,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",720,747,735.96,26,3,"R90_02114","R891_00270"
"g003242_1_000003","g003242_1",NA,"hypothetical protein",70,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",468,525,470.38,26,4,"R90_02113","R891_00269"
"g001930","g001930",NA,"hypothetical protein",50,33,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",819,849,835.18,26,5,"R90_02112","R891_00268"
"g005845_000004","g005845","rpsB","30S ribosomal protein S2",90,13,311,1,1,2,0,1,0,1,312,"30S ribosomal protein S2(311):hypothetical protein(1)","rpsB(311):NA(1)",768,840,769.62,26,6,"R90_02111","R891_00267"
"g005447_000003","g005447","lrp","Leucine-responsive regulatory protein",80,14,311,1,1,1,0,0,0,0,311,"Leucine-responsive regulatory protein(309):hypothetical protein(2)","lrp(309):NA(2)",165,528,467.2,27,1,"R90_01265","R891_00977"
"g003396_000003","g003396","trxB","Thioredoxin reductase",80,23,311,1,1,1,0,0,0,0,311,"Thioredoxin reductase(311)","trxB(311)",975,1053,976.53,27,2,"R90_01266","R891_00976"
"g009265_000004","g009265","pgrR","HTH-type transcriptional regulator PgrR",90,7,311,1,1,1,0,0,0,0,311,"HTH-type transcriptional regulator PgrR(311)","pgrR(311)",897,918,903.56,27,3,"R90_01267","R891_00975"
"g000988_1_000001","g000988_1","nemA","N-ethylmaleimide reductase",60,28,311,1,1,1,0,0,0,0,311,"N-ethylmaleimide reductase(311)","nemA(311)",1101,1179,1113.4,27,4,"R90_01270","R891_00972"
"g000854","g000854",NA,"hypothetical protein",50,44,311,1.1,1,3,2,29,2,30,341,"hypothetical protein(343)","NA(343)",183,336,269.24,27,5,"R90_01271;R90_02566","R891_00971"
"g000111_1_000024","g000111_1","aspB","Aspartate aminotransferase",80,15,311,1.01,1,2,5,3,5,3,314,"Aspartate aminotransferase(313):Asparagine--oxo-acid transaminase(6)","NA(313):aspB(6)",417,1230,1188.17,27,6,"R90_01273","R891_00969"
"g000408_000002","g000408","dapF","Diaminopimelate epimerase",70,55,311,1,1,1,0,0,0,0,311,"Diaminopimelate epimerase(311)","dapF(311)",900,981,923.74,28,1,"R90_03036","R891_01410"
"g001428_000002","g001428","mtaB","Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB",70,37,311,1,1,1,0,0,0,0,311,"Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB(311)","mtaB(311)",1275,1293,1275.18,28,2,"R90_03037","R891_01411"
"g000669_000002","g000669","ftsY","Signal recognition particle receptor FtsY",70,48,311,1,1,1,1,0,1,0,311,"Signal recognition particle receptor FtsY(312)","ftsY(312)",207,1545,1443.73,28,3,"R90_03038","R891_01412"
"g003090_000001","g003090","yciB","intracellular septation protein A",60,25,311,1,1,1,0,0,0,0,311,"intracellular septation protein A(303):Intracellular septation protein(8)","yciB(311)",642,735,668.65,28,4,"R90_03039","R891_01413"
"g000932_000001","g000932",NA,"hypothetical protein",60,44,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",498,597,594.78,28,5,"R90_03040","R891_01414"
"g001264_000001","g001264","cycY","Thiol:disulfide interchange protein CycY",60,39,311,1,1,1,0,0,0,0,311,"Thiol:disulfide interchange protein CycY(310):Thiol-disulfide oxidoreductase ResA(1)","cycY(310):resA(1)",591,687,609.35,28,6,"R90_03041","R891_01415"
"g003073_000003","g003073","ddlB","D-alanine--D-alanine ligase B",80,25,311,1,1,1,0,0,0,0,311,"D-alanine--D-alanine ligase B(268):D-alanine--D-alanine ligase(43)","ddlB(268):ddl(43)",927,945,927.12,29,1,"R90_01172","R891_01072"
"g002699_000001","g002699","ftsQ","Cell division protein FtsQ",60,27,311,1,1,1,0,0,0,0,311,"Cell division protein FtsQ(311)","ftsQ(311)",927,939,933.69,29,2,"R90_01171","R891_01073"
