"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","S33a","CC001","FDAARGOS_525","CFBP5494"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"S33a_02773","CC001_01310","FDAARGOS_525_02713","CFBP5494_02072"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"S33a_02772","CC001_01309","FDAARGOS_525_02712","CFBP5494_02071"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"S33a_02771","CC001_01308","FDAARGOS_525_02711","CFBP5494_02070"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"S33a_02770","CC001_01307","FDAARGOS_525_02710","CFBP5494_02069"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"S33a_02769","CC001_01306","FDAARGOS_525_02709","CFBP5494_02068"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"S33a_02768","CC001_01305","FDAARGOS_525_02708","CFBP5494_02067"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"S33a_02767","CC001_01304","FDAARGOS_525_02707","CFBP5494_02066"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"S33a_03073","CC001_01547","FDAARGOS_525_02955","CFBP5494_02430"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"S33a_03072","CC001_01546","FDAARGOS_525_02954","CFBP5494_02429"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"S33a_03071","CC001_01545","FDAARGOS_525_02953","CFBP5494_02428"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"S33a_03070","CC001_01544","FDAARGOS_525_02952","CFBP5494_02427"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"S33a_03069","CC001_01543","FDAARGOS_525_02951","CFBP5494_02426"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"S33a_03068","CC001_01542","FDAARGOS_525_02950","CFBP5494_02425"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"S33a_03067","CC001_01541","FDAARGOS_525_02949","CFBP5494_02423"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"S33a_05149","CC001_00765","FDAARGOS_525_02210","CFBP5494_01417"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"S33a_05148","CC001_00764","FDAARGOS_525_02209","CFBP5494_01416"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"S33a_05147","CC001_00763","FDAARGOS_525_02208","CFBP5494_01415"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"S33a_05146","CC001_00762","FDAARGOS_525_02207","CFBP5494_01414"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"S33a_05145","CC001_00761","FDAARGOS_525_02206","CFBP5494_01413"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(S33a_05143:S33a_05144)","(CC001_00759:CC001_00760)","(FDAARGOS_525_02204:FDAARGOS_525_02205)","(CFBP5494_01411:CFBP5494_01412)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"S33a_05139","CC001_00755","FDAARGOS_525_02200","CFBP5494_01406"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"S33a_02953","CC001_01426","FDAARGOS_525_02832","CFBP5494_02307"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"S33a_02952","CC001_01425","FDAARGOS_525_02831","CFBP5494_02306"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"S33a_02951","CC001_01424","FDAARGOS_525_02830","CFBP5494_02305"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"S33a_02950","CC001_01423","FDAARGOS_525_02829","CFBP5494_02304"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"S33a_02949","CC001_01422","FDAARGOS_525_02828","CFBP5494_02303"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"S33a_02948","CC001_01421","FDAARGOS_525_02827","CFBP5494_02302"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"S33a_02947","CC001_01420","FDAARGOS_525_02826","CFBP5494_02301"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"S33a_05045","CC001_00663","FDAARGOS_525_02105","CFBP5494_01315"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"S33a_05046","CC001_00664","FDAARGOS_525_02106","CFBP5494_01316"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"S33a_05047","CC001_00665","FDAARGOS_525_02107","CFBP5494_01317"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"S33a_05048","CC001_00666","FDAARGOS_525_02108","CFBP5494_01318"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"S33a_05051","CC001_00669","FDAARGOS_525_02111","CFBP5494_01321"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"S33a_05052","CC001_00670","FDAARGOS_525_02112","CFBP5494_01322"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"S33a_05053","CC001_00671","FDAARGOS_525_02113","CFBP5494_01323"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"S33a_04356","CC001_00029","FDAARGOS_525_01359","CFBP5494_00620"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"S33a_04357","CC001_00030","FDAARGOS_525_01360","CFBP5494_00621"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"S33a_04358","CC001_00031","FDAARGOS_525_01361","CFBP5494_00622"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"S33a_04359","CC001_00032","FDAARGOS_525_01362","CFBP5494_00623"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"S33a_04360","CC001_00033","FDAARGOS_525_01363","CFBP5494_00624"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"S33a_04361","CC001_00034","FDAARGOS_525_01364","CFBP5494_00625"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"S33a_04362","CC001_00035","FDAARGOS_525_01365","CFBP5494_00626"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"S33a_03023","CC001_01498","FDAARGOS_525_02906","CFBP5494_02379"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"S33a_02595","CC001_01092","FDAARGOS_525_02535","CFBP5494_01819"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"S33a_02596","CC001_01093","FDAARGOS_525_02536","CFBP5494_01820"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"S33a_02597","CC001_01094","FDAARGOS_525_02537","CFBP5494_01821"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"S33a_02603","CC001_01100","FDAARGOS_525_02543","CFBP5494_01827"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"S33a_02604","CC001_01101","FDAARGOS_525_02544","CFBP5494_01828"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"S33a_02605","CC001_01102","FDAARGOS_525_02545","CFBP5494_01829"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"S33a_04506","CC001_00172","FDAARGOS_525_01588","CFBP5494_00784"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"S33a_04504","CC001_00170","FDAARGOS_525_01586","CFBP5494_00782"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"S33a_04503","CC001_00169","FDAARGOS_525_01585","CFBP5494_00781"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"S33a_04502","CC001_00168","FDAARGOS_525_01584","CFBP5494_00780"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"S33a_04501","CC001_00167","FDAARGOS_525_01583","CFBP5494_00779"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"S33a_04500","CC001_00166","FDAARGOS_525_01582","CFBP5494_00778"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"S33a_04499","CC001_00165","FDAARGOS_525_01581","CFBP5494_00777"
"g004110_1_000003","g004110_1",NA,"Purine-binding protein",80,18,311,1,1,1,0,0,0,0,311,"Purine-binding protein(311)","NA(311)",1074,1140,1077.23,19,1,"S33a_02855","CC001_01391","FDAARGOS_525_02796","CFBP5494_02210"
"g002440_000002","g002440",NA,"hypothetical protein",70,29,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",273,921,916.81,19,2,"S33a_02856","CC001_01392","FDAARGOS_525_02797","CFBP5494_02211"
"g002909_000002","g002909",NA,"hypothetical protein",70,26,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",1086,1110,1093.64,19,3,"S33a_02857","CC001_01393","FDAARGOS_525_02798","CFBP5494_02212"
"g000981_000002","g000981","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,42,311,1.01,1,2,0,2,0,2,313,"Galactose/methyl galactoside import ATP-binding protein MglA(306):Arabinose import ATP-binding protein AraG(5):Ribose import ATP-binding protein RbsA(2)","mglA(306):araG(5):rbsA(2)",1497,1599,1575.54,19,4,"S33a_02858","CC001_01394","FDAARGOS_525_02799","CFBP5494_02213"
"g003114_000003","g003114","pcs","Phosphatidylcholine synthase",80,24,311,1,1,1,0,0,0,0,311,"Phosphatidylcholine synthase(311)","pcs(311)",585,867,745.68,19,5,"S33a_02859","CC001_01395","FDAARGOS_525_02800","CFBP5494_02214"
"g000783_000001","g000783","ubiF","2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase",60,47,311,1,1,1,0,0,0,0,311,"2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase(268):2-octaprenylphenol hydroxylase(41):2-octaprenyl-6-methoxyphenol hydroxylase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","ubiF(268):ubiI(41):ubiH(1):mhpA(1)",1203,1326,1208.43,19,6,"S33a_02860","CC001_01396","FDAARGOS_525_02801","CFBP5494_02215"
"g002962_000002","g002962","dsbD","hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(305):Thiol:disulfide interchange protein DsbD(6)","NA(305):dsbD(6)",333,777,751.12,19,7,"S33a_02862","CC001_01398","FDAARGOS_525_02803","CFBP5494_02217"
"g003631_000003","g003631",NA,"hypothetical protein",80,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.74,20,1,"S33a_04380","CC001_00053","FDAARGOS_525_01383","CFBP5494_00644"
"g002587","g002587","ibpA","Small heat shock protein IbpA",50,28,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(309):Small heat shock protein IbpB(2)","ibpA(309):ibpB(2)",315,555,433.69,20,2,"S33a_04379","CC001_00052","FDAARGOS_525_01382","CFBP5494_00643"
"g001997_1_000003","g001997_1","rihA","Pyrimidine-specific ribonucleoside hydrolase RihA",70,31,311,1,1,2,0,1,0,1,312,"Pyrimidine-specific ribonucleoside hydrolase RihA(312)","rihA(312)",945,1038,951.92,20,3,"S33a_04378","CC001_00051","FDAARGOS_525_01381","CFBP5494_00642"
"g002449_000002","g002449",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",861,894,867.55,20,4,"S33a_04375","CC001_00048","FDAARGOS_525_01378","CFBP5494_00639"
"g004203_000003","g004203","dapD","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase",80,19,311,1,1,1,0,0,0,0,311,"2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase(311)","dapD(311)",855,861,856.34,20,5,"S33a_04374","CC001_00047","FDAARGOS_525_01377","CFBP5494_00638"
"g000823_000002","g000823","dapE","Succinyl-diaminopimelate desuccinylase",70,46,311,1,1,1,0,0,0,0,311,"Succinyl-diaminopimelate desuccinylase(311)","dapE(311)",1194,1284,1200.88,20,6,"S33a_04373","CC001_00046","FDAARGOS_525_01376","CFBP5494_00637"
"g000285_000002","g000285",NA,"putative protein",70,65,311,1,1,1,0,0,0,0,311,"putative protein(311)","NA(311)",384,1200,1181.37,21,1,"S33a_04568","CC001_00236","FDAARGOS_525_01652","CFBP5494_00848"
"g003687_1_000005","g003687_1","puuA","Gamma-glutamylputrescine synthetase PuuA",80,18,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine synthetase PuuA(311)","puuA(311)",1350,1440,1433.07,21,2,"S33a_04567","CC001_00235","FDAARGOS_525_01651","CFBP5494_00847"
"g001107_000002","g001107","puuB","Gamma-glutamylputrescine oxidoreductase",70,41,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine oxidoreductase(311)","puuB(311)",1284,1299,1289.77,21,3,"S33a_04566","CC001_00234","FDAARGOS_525_01650","CFBP5494_00846"
"g004732_000003","g004732","zwf","Glucose-6-phosphate 1-dehydrogenase",80,15,311,1,1,1,1,0,1,0,311,"Glucose-6-phosphate 1-dehydrogenase(312)","zwf(312)",285,1476,1470.37,21,4,"S33a_04565","CC001_00233","FDAARGOS_525_01649","CFBP5494_00845"
"g001375_000001","g001375","pgl","6-phosphogluconolactonase",60,38,311,1,1,1,0,0,0,0,311,"6-phosphogluconolactonase(311)","pgl(311)",699,708,699.33,21,5,"S33a_04564","CC001_00232","FDAARGOS_525_01648","CFBP5494_00844"
"g002491_1_000004","g002491_1","edd","Phosphogluconate dehydratase",80,22,311,1,1,1,1,0,1,0,311,"Phosphogluconate dehydratase(310):hypothetical protein(2)","edd(310):NA(2)",150,1941,1809.46,21,6,"S33a_04563","CC001_00231","FDAARGOS_525_01647","CFBP5494_00843"
"g000799_000001","g000799",NA,"hypothetical protein",60,47,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",384,543,411.76,22,1,"S33a_02970","CC001_01444","FDAARGOS_525_02850","CFBP5494_02325"
"g002451_000003","g002451","purQ","Phosphoribosylformylglycinamidine synthase subunit PurQ",80,29,311,1,1,1,0,0,0,0,311,"Phosphoribosylformylglycinamidine synthase subunit PurQ(311)","purQ(311)",672,675,672.48,22,2,"S33a_02969","CC001_01443","FDAARGOS_525_02849","CFBP5494_02324"
"g011014_000004","g011014","purC","Phosphoribosylaminoimidazole-succinocarboxamide synthase",90,6,311,1,1,1,0,0,0,0,311,"Phosphoribosylaminoimidazole-succinocarboxamide synthase(311)","purC(311)",765,765,765,22,3,"S33a_02967","CC001_01441","FDAARGOS_525_02847","CFBP5494_02322"
"g001773_000003","g001773",NA,"hypothetical protein",80,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",537,621,561.96,22,4,"S33a_02966","CC001_01440","FDAARGOS_525_02846","CFBP5494_02321"
"g005312_000003","g005312","purB","Adenylosuccinate lyase",80,14,311,1,1,1,0,0,0,0,311,"Adenylosuccinate lyase(311)","purB(311)",1281,1374,1325.88,22,5,"S33a_02965","CC001_01439","FDAARGOS_525_02845","CFBP5494_02320"
"g002766_1_000002","g002766_1","rpe","Ribulose-phosphate 3-epimerase",70,26,311,1,1,1,0,0,0,0,311,"Ribulose-phosphate 3-epimerase(311)","rpe(311)",678,687,680.37,22,6,"S33a_02963","CC001_01437","FDAARGOS_525_02843","CFBP5494_02318"
"g000404","g000404",NA,"hypothetical protein",50,58,311,1,1,1,284,0,284,0,311,"hypothetical protein(595)","NA(595)",1170,2697,1344.35,23,1,"(S33a_01797:S33a_01798)","(CC001_03218:CC001_03219)","(FDAARGOS_525_04630:FDAARGOS_525_04631)","(CFBP5494_04309:CFBP5494_04310)"
"g000552_1_000007","g000552_1","secA","Protein translocase subunit SecA",80,37,311,1,1,1,143,0,143,0,311,"Protein translocase subunit SecA(311):hypothetical protein(143)","secA(311):NA(143)",894,3750,2142.71,23,2,"(S33a_01800:S33a_01801)","(CC001_03215:CC001_03216)","(FDAARGOS_525_04633:FDAARGOS_525_04634)","(CFBP5494_04312:CFBP5494_04313)"
