"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","TR3","Eu2_1NK","Eu3_2RS","A19_93","AS1A61","Eu3_2NK"
"g001607_000002","g001607",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",2478,2562,2554.6,9,2,"TR3_02051","Eu2_1NK_04478","Eu3_2RS_01346","A19_93_04077","AS1A61_04012","Eu3_2NK_00939"
"g002046_000003","g002046","lolD","Lipoprotein-releasing system ATP-binding protein LolD",80,32,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(224):putative ABC transporter ATP-binding protein(87)","lolD(224):NA(87)",711,765,712.25,9,3,"TR3_02052","Eu2_1NK_04477","Eu3_2RS_01345","A19_93_04076","AS1A61_04013","Eu3_2NK_00938"
"g000645_000001","g000645",NA,"Arylesterase",60,51,311,1,1,1,0,0,0,0,311,"Arylesterase(258):hypothetical protein(53)","NA(311)",648,852,670.4,9,4,"TR3_02053","Eu2_1NK_04476","Eu3_2RS_01344","A19_93_04075","AS1A61_04014","Eu3_2NK_00937"
"g002692_000003","g002692","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,27,311,1,1,1,0,0,0,0,311,"RNA 2'%2C3'-cyclic phosphodiesterase(311)","thpR(311)",498,597,593.51,9,5,"TR3_02054","Eu2_1NK_04475","Eu3_2RS_01343","A19_93_04074","AS1A61_04015","Eu3_2NK_00936"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"TR3_02056","Eu2_1NK_04473","Eu3_2RS_01341","A19_93_04072","AS1A61_04017","Eu3_2NK_00934"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"TR3_02057","Eu2_1NK_04472","Eu3_2RS_01340","A19_93_04071","AS1A61_04018","Eu3_2NK_00933"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"TR3_02058","Eu2_1NK_04471","Eu3_2RS_01339","A19_93_04070","AS1A61_04019","Eu3_2NK_00932"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"TR3_02139","Eu2_1NK_04388","Eu3_2RS_01258","A19_93_03989","AS1A61_04100","Eu3_2NK_00851"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"TR3_02138","Eu2_1NK_04389","Eu3_2RS_01259","A19_93_03990","AS1A61_04099","Eu3_2NK_00852"
"g004759_000003","g004759","ahcY","Adenosylhomocysteinase",80,16,311,1,1,1,0,0,0,0,311,"Adenosylhomocysteinase(311)","ahcY(311)",1398,1401,1400.97,10,3,"TR3_02137","Eu2_1NK_04390","Eu3_2RS_01260","A19_93_03991","AS1A61_04098","Eu3_2NK_00853"
"g001721_000002","g001721","rcsC","Sensor histidine kinase RcsC",70,33,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(309):Sensor protein DivL(2):hypothetical protein(1)","rcsC(309):divL(2):NA(1)",864,2646,2582.24,10,4,"TR3_02136","Eu2_1NK_04391","Eu3_2RS_01261","A19_93_03992","AS1A61_04097","Eu3_2NK_00854"
"g000148","g000148",NA,"hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",186,1530,1502.58,10,5,"TR3_02135","Eu2_1NK_04392","Eu3_2RS_01262","A19_93_03993","AS1A61_04096","Eu3_2NK_00855"
"g000256_000001","g000256","murU","N-acetylmuramate alpha-1-phosphate uridylyltransferase",60,68,311,1,1,1,0,0,0,0,311,"N-acetylmuramate alpha-1-phosphate uridylyltransferase(311)","murU(311)",672,738,733.6,10,6,"TR3_02134","Eu2_1NK_04393","Eu3_2RS_01263","A19_93_03994","AS1A61_04095","Eu3_2NK_00856"
"g000073_000001","g000073","addA","hypothetical protein",60,92,311,1.01,1,3,309,2,310,3,314,"hypothetical protein(313):ATP-dependent helicase/nuclease subunit A(312):RecBCD enzyme subunit RecB(1)","NA(313):addA(312):recB(1)",147,6732,3351.11,10,7,"(TR3_02132:TR3_02133)","(Eu2_1NK_04394:Eu2_1NK_04395)","(Eu3_2RS_01264:Eu3_2RS_01265)","(A19_93_03995:A19_93_03996)","(AS1A61_04093:AS1A61_04094)","(Eu3_2NK_00857:Eu3_2NK_00858)"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"TR3_02759","Eu2_1NK_00777","Eu3_2RS_05060","A19_93_05001","AS1A61_04609","Eu3_2NK_04944"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"TR3_02758","Eu2_1NK_00778","Eu3_2RS_05061","A19_93_05002","AS1A61_04608","Eu3_2NK_04945"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"TR3_02757","Eu2_1NK_00779","Eu3_2RS_05062","A19_93_05003","AS1A61_04607","Eu3_2NK_04946"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"TR3_02756","Eu2_1NK_00780","Eu3_2RS_05063","A19_93_05004","AS1A61_04606","Eu3_2NK_04947"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"TR3_02755","Eu2_1NK_00781","Eu3_2RS_05064","A19_93_05005","AS1A61_04605","Eu3_2NK_04948"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"TR3_02754","Eu2_1NK_00782","Eu3_2RS_05065","A19_93_05006","AS1A61_04604","Eu3_2NK_04949"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"TR3_02753","Eu2_1NK_00783","Eu3_2RS_05066","A19_93_05007","AS1A61_04603","Eu3_2NK_04950"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"TR3_00094","Eu2_1NK_01522","Eu3_2RS_01142","A19_93_01049","AS1A61_00971","Eu3_2NK_00736"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"TR3_00093","Eu2_1NK_01521","Eu3_2RS_01143","A19_93_01050","AS1A61_00970","Eu3_2NK_00737"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"TR3_00092","Eu2_1NK_01520","Eu3_2RS_01144","A19_93_01051","AS1A61_00969","Eu3_2NK_00738"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"TR3_00091","Eu2_1NK_01519","Eu3_2RS_01145","A19_93_01052","AS1A61_00968","Eu3_2NK_00739"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"TR3_00090","Eu2_1NK_01518","Eu3_2RS_01146","A19_93_01053","AS1A61_00967","Eu3_2NK_00740"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"TR3_00089","Eu2_1NK_01517","Eu3_2RS_01147","A19_93_01054","AS1A61_00966","Eu3_2NK_00741"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"TR3_00088","Eu2_1NK_01516","Eu3_2RS_01148","A19_93_01055","AS1A61_00965","Eu3_2NK_00742"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"TR3_01188","Eu2_1NK_00501","Eu3_2RS_01096","A19_93_01003","AS1A61_01017","Eu3_2NK_00690"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"TR3_01187","Eu2_1NK_00500","Eu3_2RS_01095","A19_93_01002","AS1A61_01018","Eu3_2NK_00689"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"TR3_01186","Eu2_1NK_00499","Eu3_2RS_01094","A19_93_01001","AS1A61_01019","Eu3_2NK_00688"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"TR3_01185","Eu2_1NK_00498","Eu3_2RS_01093","A19_93_01000","AS1A61_01020","Eu3_2NK_00687"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"TR3_01184","Eu2_1NK_00497","Eu3_2RS_01092","A19_93_00999","AS1A61_01021","Eu3_2NK_00686"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(TR3_01182:TR3_01183)","(Eu2_1NK_00495:Eu2_1NK_00496)","(Eu3_2RS_01090:Eu3_2RS_01091)","(A19_93_00997:A19_93_00998)","(AS1A61_01022:AS1A61_01023)","(Eu3_2NK_00684:Eu3_2NK_00685)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"TR3_01178","Eu2_1NK_00490","Eu3_2RS_01086","A19_93_00993","AS1A61_01027","Eu3_2NK_00680"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"TR3_04112","Eu2_1NK_03786","Eu3_2RS_00344","A19_93_00344","AS1A61_00537","Eu3_2NK_04191"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"TR3_04113","Eu2_1NK_03785","Eu3_2RS_00343","A19_93_00343","AS1A61_00538","Eu3_2NK_04190"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"TR3_04114","Eu2_1NK_03784","Eu3_2RS_00342","A19_93_00342","AS1A61_00539","Eu3_2NK_04189"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"TR3_04116","Eu2_1NK_03782","Eu3_2RS_00341","A19_93_00341","AS1A61_00540","Eu3_2NK_04188"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"TR3_04117","Eu2_1NK_03781","Eu3_2RS_00340","A19_93_00340","AS1A61_00541","Eu3_2NK_04187"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"TR3_04118","Eu2_1NK_03780","Eu3_2RS_00339","A19_93_00339","AS1A61_00542","Eu3_2NK_04186"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"TR3_04119","Eu2_1NK_03779","Eu3_2RS_00338","A19_93_00338","AS1A61_00543","Eu3_2NK_04185"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"TR3_01089","Eu2_1NK_00404","Eu3_2RS_00997","A19_93_00904","AS1A61_01116","Eu3_2NK_00591"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"TR3_01090","Eu2_1NK_00405","Eu3_2RS_00998","A19_93_00905","AS1A61_01115","Eu3_2NK_00592"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"TR3_01091","Eu2_1NK_00406","Eu3_2RS_00999","A19_93_00906","AS1A61_01114","Eu3_2NK_00593"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"TR3_01092","Eu2_1NK_00407","Eu3_2RS_01000","A19_93_00907","AS1A61_01113","Eu3_2NK_00594"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"TR3_01095","Eu2_1NK_00410","Eu3_2RS_01003","A19_93_00910","AS1A61_01110","Eu3_2NK_00597"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"TR3_01096","Eu2_1NK_00411","Eu3_2RS_01004","A19_93_00911","AS1A61_01109","Eu3_2NK_00598"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"TR3_01097","Eu2_1NK_00412","Eu3_2RS_01005","A19_93_00912","AS1A61_01108","Eu3_2NK_00599"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"TR3_03058","Eu2_1NK_02951","Eu3_2RS_03713","A19_93_02214","AS1A61_03313","Eu3_2NK_01158"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"TR3_03057","Eu2_1NK_02952","Eu3_2RS_03714","A19_93_02215","AS1A61_03312","Eu3_2NK_01159"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"TR3_03056","Eu2_1NK_02953","Eu3_2RS_03715","A19_93_02216","AS1A61_03311","Eu3_2NK_01160"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"TR3_03055","Eu2_1NK_02954","Eu3_2RS_03716","A19_93_02217","AS1A61_03310","Eu3_2NK_01161"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"TR3_03054","Eu2_1NK_02955","Eu3_2RS_03717","A19_93_02218","AS1A61_03309","Eu3_2NK_01162"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"TR3_03053","Eu2_1NK_02956","Eu3_2RS_03718","A19_93_02219","AS1A61_03308","Eu3_2NK_01163"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"TR3_03052","Eu2_1NK_02957","Eu3_2RS_03719","A19_93_02220","AS1A61_03307","Eu3_2NK_01164"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"TR3_04228","Eu2_1NK_03794","Eu3_2RS_00353","A19_93_00353","AS1A61_00528","Eu3_2NK_04200"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"TR3_02622","Eu2_1NK_03439","Eu3_2RS_00007","A19_93_00007","AS1A61_00873","Eu3_2NK_03854"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"TR3_02621","Eu2_1NK_03440","Eu3_2RS_00008","A19_93_00008","AS1A61_00872","Eu3_2NK_03855"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"TR3_02620","Eu2_1NK_03441","Eu3_2RS_00009","A19_93_00009","AS1A61_00871","Eu3_2NK_03856"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"TR3_02614","Eu2_1NK_03447","Eu3_2RS_00015","A19_93_00015","AS1A61_00865","Eu3_2NK_03862"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"TR3_02613","Eu2_1NK_03448","Eu3_2RS_00016","A19_93_00016","AS1A61_00864","Eu3_2NK_03863"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"TR3_02612","Eu2_1NK_03449","Eu3_2RS_00017","A19_93_00017","AS1A61_00863","Eu3_2NK_03864"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"TR3_03291","Eu2_1NK_03291","Eu3_2RS_03227","A19_93_02603","AS1A61_02981","Eu3_2NK_03092"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"TR3_03289","Eu2_1NK_03293","Eu3_2RS_03229","A19_93_02605","AS1A61_02979","Eu3_2NK_03094"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"TR3_03288","Eu2_1NK_03294","Eu3_2RS_03230","A19_93_02606","AS1A61_02978","Eu3_2NK_03095"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"TR3_03287","Eu2_1NK_03295","Eu3_2RS_03231","A19_93_02607","AS1A61_02977","Eu3_2NK_03096"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"TR3_03286","Eu2_1NK_03296","Eu3_2RS_03232","A19_93_02608","AS1A61_02976","Eu3_2NK_03097"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"TR3_03285","Eu2_1NK_03297","Eu3_2RS_03233","A19_93_02609","AS1A61_02975","Eu3_2NK_03098"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"TR3_03284","Eu2_1NK_03298","Eu3_2RS_03234","A19_93_02610","AS1A61_02974","Eu3_2NK_03099"
"g004110_1_000003","g004110_1",NA,"Purine-binding protein",80,18,311,1,1,1,0,0,0,0,311,"Purine-binding protein(311)","NA(311)",1074,1140,1077.23,19,1,"TR3_04145","Eu2_1NK_03754","Eu3_2RS_00313","A19_93_00313","AS1A61_00568","Eu3_2NK_04160"
"g002440_000002","g002440",NA,"hypothetical protein",70,29,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",273,921,916.81,19,2,"TR3_04144","Eu2_1NK_03755","Eu3_2RS_00314","A19_93_00314","AS1A61_00567","Eu3_2NK_04161"
"g002909_000002","g002909",NA,"hypothetical protein",70,26,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",1086,1110,1093.64,19,3,"TR3_04143","Eu2_1NK_03756","Eu3_2RS_00315","A19_93_00315","AS1A61_00566","Eu3_2NK_04162"
"g000981_000002","g000981","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,42,311,1.01,1,2,0,2,0,2,313,"Galactose/methyl galactoside import ATP-binding protein MglA(306):Arabinose import ATP-binding protein AraG(5):Ribose import ATP-binding protein RbsA(2)","mglA(306):araG(5):rbsA(2)",1497,1599,1575.54,19,4,"TR3_04142","Eu2_1NK_03757","Eu3_2RS_00316","A19_93_00316","AS1A61_00565","Eu3_2NK_04163"
"g003114_000003","g003114","pcs","Phosphatidylcholine synthase",80,24,311,1,1,1,0,0,0,0,311,"Phosphatidylcholine synthase(311)","pcs(311)",585,867,745.68,19,5,"TR3_04141","Eu2_1NK_03758","Eu3_2RS_00317","A19_93_00317","AS1A61_00564","Eu3_2NK_04164"
"g000783_000001","g000783","ubiF","2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase",60,47,311,1,1,1,0,0,0,0,311,"2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase(268):2-octaprenylphenol hydroxylase(41):2-octaprenyl-6-methoxyphenol hydroxylase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","ubiF(268):ubiI(41):ubiH(1):mhpA(1)",1203,1326,1208.43,19,6,"TR3_04140","Eu2_1NK_03759","Eu3_2RS_00318","A19_93_00318","AS1A61_00563","Eu3_2NK_04165"
"g002962_000002","g002962","dsbD","hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(305):Thiol:disulfide interchange protein DsbD(6)","NA(305):dsbD(6)",333,777,751.12,19,7,"TR3_04138","Eu2_1NK_03761","Eu3_2RS_00320","A19_93_00320","AS1A61_00561","Eu3_2NK_04167"
"g003631_000003","g003631",NA,"hypothetical protein",80,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.74,20,1,"TR3_03034","Eu2_1NK_02975","Eu3_2RS_03737","A19_93_02238","AS1A61_03289","Eu3_2NK_01182"
"g002587","g002587","ibpA","Small heat shock protein IbpA",50,28,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(309):Small heat shock protein IbpB(2)","ibpA(309):ibpB(2)",315,555,433.69,20,2,"TR3_03035","Eu2_1NK_02974","Eu3_2RS_03736","A19_93_02237","AS1A61_03290","Eu3_2NK_01181"
"g001997_1_000003","g001997_1","rihA","Pyrimidine-specific ribonucleoside hydrolase RihA",70,31,311,1,1,2,0,1,0,1,312,"Pyrimidine-specific ribonucleoside hydrolase RihA(312)","rihA(312)",945,1038,951.92,20,3,"TR3_03036","Eu2_1NK_02973","Eu3_2RS_03735","A19_93_02236","AS1A61_03291","Eu3_2NK_01180"
"g002449_000002","g002449",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",861,894,867.55,20,4,"TR3_03037","Eu2_1NK_02972","Eu3_2RS_03734","A19_93_02235","AS1A61_03292","Eu3_2NK_01179"
