"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","AGR1_1","CFBP5506","Hayward0363","CFBP5507","YIC5082","NCPPB2657","GBBC3283"
"g000869_000002","g000869","cysG","Siroheme synthase",70,45,311,1,1,1,1,0,1,0,311,"Siroheme synthase(312)","cysG(312)",282,1593,1451.82,8,5,"AGR1_1_01281","CFBP5506_01927","Hayward0363_01047","CFBP5507_02039","YIC5082_03670","NCPPB2657_01191","GBBC3283_01268"
"g000928_1_000002","g000928_1",NA,"hypothetical protein",70,42,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",588,615,588.17,8,6,"AGR1_1_01282","CFBP5506_01928","Hayward0363_01048","CFBP5507_02038","YIC5082_03671","NCPPB2657_01190","GBBC3283_01267"
"g000801_000002","g000801","mazG","Nucleoside triphosphate pyrophosphohydrolase",70,42,311,1,1,1,0,0,0,0,311,"Nucleoside triphosphate pyrophosphohydrolase(311)","mazG(311)",546,876,841.33,8,7,"AGR1_1_01283","CFBP5506_01929","Hayward0363_01049","CFBP5507_02037","YIC5082_03672","NCPPB2657_01189","GBBC3283_01266"
"g001749_000002","g001749","hflX","GTPase HflX",70,32,311,1,1,1,1,0,1,0,311,"GTPase HflX(310):hypothetical protein(2)","hflX(310):NA(2)",249,1461,1385.03,8,8,"AGR1_1_01284","CFBP5506_01930","Hayward0363_01050","CFBP5507_02036","YIC5082_03673","NCPPB2657_01188","GBBC3283_01265"
"g001211_1_000003","g001211_1","ybhL","Inner membrane protein YbhL",70,28,311,1,1,2,0,1,0,1,312,"Inner membrane protein YbhL(310):hypothetical protein(2)","ybhL(310):NA(2)",126,846,750.32,9,1,"AGR1_1_02702","CFBP5506_03130","Hayward0363_02541","CFBP5507_04983","YIC5082_01448","NCPPB2657_05180","GBBC3283_02622"
"g001607_000002","g001607",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",2478,2562,2554.6,9,2,"AGR1_1_02701","CFBP5506_03131","Hayward0363_02542","CFBP5507_04982","YIC5082_01449","NCPPB2657_05179","GBBC3283_02623"
"g002046_000003","g002046","lolD","Lipoprotein-releasing system ATP-binding protein LolD",80,32,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(224):putative ABC transporter ATP-binding protein(87)","lolD(224):NA(87)",711,765,712.25,9,3,"AGR1_1_02700","CFBP5506_03132","Hayward0363_02543","CFBP5507_04981","YIC5082_01450","NCPPB2657_05178","GBBC3283_02624"
"g000645_000001","g000645",NA,"Arylesterase",60,51,311,1,1,1,0,0,0,0,311,"Arylesterase(258):hypothetical protein(53)","NA(311)",648,852,670.4,9,4,"AGR1_1_02699","CFBP5506_03133","Hayward0363_02544","CFBP5507_04980","YIC5082_01451","NCPPB2657_05177","GBBC3283_02625"
"g002692_000003","g002692","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,27,311,1,1,1,0,0,0,0,311,"RNA 2'%2C3'-cyclic phosphodiesterase(311)","thpR(311)",498,597,593.51,9,5,"AGR1_1_02698","CFBP5506_03134","Hayward0363_02545","CFBP5507_04979","YIC5082_01452","NCPPB2657_05176","GBBC3283_02626"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"AGR1_1_02696","CFBP5506_03136","Hayward0363_02547","CFBP5507_04977","YIC5082_01454","NCPPB2657_05174","GBBC3283_02628"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"AGR1_1_02695","CFBP5506_03137","Hayward0363_02548","CFBP5507_04976","YIC5082_01455","NCPPB2657_05173","GBBC3283_02629"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"AGR1_1_02694","CFBP5506_03138","Hayward0363_02549","CFBP5507_04975","YIC5082_01456","NCPPB2657_05172","GBBC3283_02630"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"AGR1_1_02883","CFBP5506_02951","Hayward0363_02362","CFBP5507_05165","YIC5082_00808","NCPPB2657_02029","GBBC3283_02443"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"AGR1_1_02882","CFBP5506_02952","Hayward0363_02363","CFBP5507_05164","YIC5082_00807","NCPPB2657_02028","GBBC3283_02444"
"g004759_000003","g004759","ahcY","Adenosylhomocysteinase",80,16,311,1,1,1,0,0,0,0,311,"Adenosylhomocysteinase(311)","ahcY(311)",1398,1401,1400.97,10,3,"AGR1_1_02881","CFBP5506_02953","Hayward0363_02364","CFBP5507_05163","YIC5082_00806","NCPPB2657_02027","GBBC3283_02445"
"g001721_000002","g001721","rcsC","Sensor histidine kinase RcsC",70,33,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(309):Sensor protein DivL(2):hypothetical protein(1)","rcsC(309):divL(2):NA(1)",864,2646,2582.24,10,4,"AGR1_1_02880","CFBP5506_02954","Hayward0363_02365","CFBP5507_05162","YIC5082_00805","NCPPB2657_02026","GBBC3283_02446"
"g000148","g000148",NA,"hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",186,1530,1502.58,10,5,"AGR1_1_02879","CFBP5506_02955","Hayward0363_02366","CFBP5507_05161","YIC5082_00804","NCPPB2657_02025","GBBC3283_02447"
"g000256_000001","g000256","murU","N-acetylmuramate alpha-1-phosphate uridylyltransferase",60,68,311,1,1,1,0,0,0,0,311,"N-acetylmuramate alpha-1-phosphate uridylyltransferase(311)","murU(311)",672,738,733.6,10,6,"AGR1_1_02878","CFBP5506_02956","Hayward0363_02367","CFBP5507_05160","YIC5082_00803","NCPPB2657_02024","GBBC3283_02448"
"g000073_000001","g000073","addA","hypothetical protein",60,92,311,1.01,1,3,309,2,310,3,314,"hypothetical protein(313):ATP-dependent helicase/nuclease subunit A(312):RecBCD enzyme subunit RecB(1)","NA(313):addA(312):recB(1)",147,6732,3351.11,10,7,"(AGR1_1_02876:AGR1_1_02877)","(CFBP5506_02957:CFBP5506_02958)","(Hayward0363_02368:Hayward0363_02369)","(CFBP5507_05158:CFBP5507_05159)","(YIC5082_00801:YIC5082_00802)","(NCPPB2657_02022:NCPPB2657_02023)","(GBBC3283_02449:GBBC3283_02450)"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"AGR1_1_01038","CFBP5506_04275","Hayward0363_00827","CFBP5507_02358","YIC5082_03440","NCPPB2657_01426","GBBC3283_01489"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"AGR1_1_01039","CFBP5506_04276","Hayward0363_00828","CFBP5507_02357","YIC5082_03441","NCPPB2657_01425","GBBC3283_01488"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"AGR1_1_01040","CFBP5506_04277","Hayward0363_00829","CFBP5507_02356","YIC5082_03442","NCPPB2657_01424","GBBC3283_01487"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"AGR1_1_01041","CFBP5506_04278","Hayward0363_00830","CFBP5507_02355","YIC5082_03443","NCPPB2657_01423","GBBC3283_01486"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"AGR1_1_01042","CFBP5506_04279","Hayward0363_00831","CFBP5507_02354","YIC5082_03444","NCPPB2657_01422","GBBC3283_01485"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"AGR1_1_01043","CFBP5506_04280","Hayward0363_00832","CFBP5507_02353","YIC5082_03445","NCPPB2657_01421","GBBC3283_01484"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"AGR1_1_01044","CFBP5506_04281","Hayward0363_00833","CFBP5507_02352","YIC5082_03446","NCPPB2657_01420","GBBC3283_01483"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"AGR1_1_00804","CFBP5506_00977","Hayward0363_00595","CFBP5507_02667","YIC5082_00063","NCPPB2657_01672","GBBC3283_00128"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"AGR1_1_00805","CFBP5506_00976","Hayward0363_00596","CFBP5507_02666","YIC5082_00062","NCPPB2657_01671","GBBC3283_00127"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"AGR1_1_00806","CFBP5506_00975","Hayward0363_00597","CFBP5507_02665","YIC5082_00061","NCPPB2657_01670","GBBC3283_00126"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"AGR1_1_00807","CFBP5506_00974","Hayward0363_00598","CFBP5507_02664","YIC5082_00060","NCPPB2657_01669","GBBC3283_00125"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"AGR1_1_00808","CFBP5506_00973","Hayward0363_00599","CFBP5507_02663","YIC5082_00059","NCPPB2657_01668","GBBC3283_00124"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"AGR1_1_00809","CFBP5506_00972","Hayward0363_00600","CFBP5507_02662","YIC5082_00058","NCPPB2657_01667","GBBC3283_00123"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"AGR1_1_00810","CFBP5506_00971","Hayward0363_00601","CFBP5507_02661","YIC5082_00057","NCPPB2657_01666","GBBC3283_00122"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"AGR1_1_01565","CFBP5506_02208","Hayward0363_01329","CFBP5507_01672","YIC5082_03963","NCPPB2657_00732","GBBC3283_01907"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"AGR1_1_01566","CFBP5506_02209","Hayward0363_01330","CFBP5507_01671","YIC5082_03964","NCPPB2657_00731","GBBC3283_01906"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"AGR1_1_01567","CFBP5506_02210","Hayward0363_01331","CFBP5507_01670","YIC5082_03965","NCPPB2657_00730","GBBC3283_01905"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"AGR1_1_01568","CFBP5506_02211","Hayward0363_01332","CFBP5507_01669","YIC5082_03966","NCPPB2657_00729","GBBC3283_01904"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"AGR1_1_01569","CFBP5506_02212","Hayward0363_01333","CFBP5507_01668","YIC5082_03967","NCPPB2657_00728","GBBC3283_01903"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(AGR1_1_01570:AGR1_1_01571)","(CFBP5506_02213:CFBP5506_02214)","(Hayward0363_01334:Hayward0363_01335)","(CFBP5507_01666:CFBP5507_01667)","(YIC5082_03968:YIC5082_03969)","(NCPPB2657_00726:NCPPB2657_00727)","(GBBC3283_01901:GBBC3283_01902)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"AGR1_1_01575","CFBP5506_02218","Hayward0363_01339","CFBP5507_01662","YIC5082_03973","NCPPB2657_00722","GBBC3283_01897"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"AGR1_1_00926","CFBP5506_04163","Hayward0363_00715","CFBP5507_02535","YIC5082_03300","NCPPB2657_01540","GBBC3283_05009"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"AGR1_1_00927","CFBP5506_04164","Hayward0363_00716","CFBP5507_02534","YIC5082_03301","NCPPB2657_01539","GBBC3283_05010"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"AGR1_1_00928","CFBP5506_04165","Hayward0363_00717","CFBP5507_02533","YIC5082_03302","NCPPB2657_01538","GBBC3283_05011"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"AGR1_1_00929","CFBP5506_04166","Hayward0363_00718","CFBP5507_02532","YIC5082_03304","NCPPB2657_01536","GBBC3283_05013"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"AGR1_1_00930","CFBP5506_04167","Hayward0363_00719","CFBP5507_02531","YIC5082_03305","NCPPB2657_01535","GBBC3283_05014"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"AGR1_1_00931","CFBP5506_04168","Hayward0363_00720","CFBP5507_02530","YIC5082_03306","NCPPB2657_01534","GBBC3283_05015"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"AGR1_1_00932","CFBP5506_04169","Hayward0363_00721","CFBP5507_02529","YIC5082_03307","NCPPB2657_01533","GBBC3283_05016"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"AGR1_1_01670","CFBP5506_02310","Hayward0363_01431","CFBP5507_01575","YIC5082_04060","NCPPB2657_00635","GBBC3283_01809"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"AGR1_1_01669","CFBP5506_02309","Hayward0363_01430","CFBP5507_01576","YIC5082_04059","NCPPB2657_00636","GBBC3283_01810"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"AGR1_1_01668","CFBP5506_02308","Hayward0363_01429","CFBP5507_01577","YIC5082_04058","NCPPB2657_00637","GBBC3283_01811"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"AGR1_1_01667","CFBP5506_02307","Hayward0363_01428","CFBP5507_01578","YIC5082_04057","NCPPB2657_00638","GBBC3283_01812"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"AGR1_1_01664","CFBP5506_02304","Hayward0363_01425","CFBP5507_01581","YIC5082_04054","NCPPB2657_00641","GBBC3283_01815"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"AGR1_1_01663","CFBP5506_02303","Hayward0363_01424","CFBP5507_01582","YIC5082_04053","NCPPB2657_00642","GBBC3283_01816"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"AGR1_1_01662","CFBP5506_02302","Hayward0363_01423","CFBP5507_01583","YIC5082_04052","NCPPB2657_00643","GBBC3283_01817"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"AGR1_1_02289","CFBP5506_01271","Hayward0363_02056","CFBP5507_00942","YIC5082_00642","NCPPB2657_02548","GBBC3283_04792"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"AGR1_1_02288","CFBP5506_01272","Hayward0363_02055","CFBP5507_00943","YIC5082_00643","NCPPB2657_02549","GBBC3283_04793"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"AGR1_1_02287","CFBP5506_01273","Hayward0363_02054","CFBP5507_00944","YIC5082_00644","NCPPB2657_02550","GBBC3283_04794"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"AGR1_1_02286","CFBP5506_01274","Hayward0363_02053","CFBP5507_00945","YIC5082_00645","NCPPB2657_02551","GBBC3283_04795"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"AGR1_1_02285","CFBP5506_01275","Hayward0363_02052","CFBP5507_00946","YIC5082_00646","NCPPB2657_02552","GBBC3283_04796"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"AGR1_1_02284","CFBP5506_01276","Hayward0363_02051","CFBP5507_00947","YIC5082_00647","NCPPB2657_02553","GBBC3283_04797"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"AGR1_1_02283","CFBP5506_01277","Hayward0363_02050","CFBP5507_00948","YIC5082_00648","NCPPB2657_02554","GBBC3283_04798"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"AGR1_1_00853","CFBP5506_04092","Hayward0363_00643","CFBP5507_02617","YIC5082_00364","NCPPB2657_01622","GBBC3283_00078"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"AGR1_1_01264","CFBP5506_01910","Hayward0363_01030","CFBP5507_02056","YIC5082_03653","NCPPB2657_01208","GBBC3283_01286"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"AGR1_1_01265","CFBP5506_01911","Hayward0363_01031","CFBP5507_02055","YIC5082_03654","NCPPB2657_01207","GBBC3283_01285"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"AGR1_1_01266","CFBP5506_01912","Hayward0363_01032","CFBP5507_02054","YIC5082_03655","NCPPB2657_01206","GBBC3283_01284"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"AGR1_1_01272","CFBP5506_01918","Hayward0363_01038","CFBP5507_02048","YIC5082_03661","NCPPB2657_01200","GBBC3283_01277"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"AGR1_1_01273","CFBP5506_01919","Hayward0363_01039","CFBP5507_02047","YIC5082_03662","NCPPB2657_01199","GBBC3283_01276"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"AGR1_1_01274","CFBP5506_01920","Hayward0363_01040","CFBP5507_02046","YIC5082_03663","NCPPB2657_01198","GBBC3283_01275"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"AGR1_1_02149","CFBP5506_01411","Hayward0363_01916","CFBP5507_01094","YIC5082_00611","NCPPB2657_00143","GBBC3283_02192"
