"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DSM25558","DSM25559","B203","SBV_31","SBV_32","SBV33","NCPPB1650"
"g001607_000002","g001607",NA,"hypothetical protein",70,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",2478,2562,2554.6,9,2,"DSM25558_04378","DSM25559_01646","B203_04230","SBV_31_04202","SBV_32_04234","SBV33_04203","NCPPB1650_05052"
"g002046_000003","g002046","lolD","Lipoprotein-releasing system ATP-binding protein LolD",80,32,311,1,1,1,0,0,0,0,311,"Lipoprotein-releasing system ATP-binding protein LolD(224):putative ABC transporter ATP-binding protein(87)","lolD(224):NA(87)",711,765,712.25,9,3,"DSM25558_04379","DSM25559_01647","B203_04229","SBV_31_04203","SBV_32_04235","SBV33_04204","NCPPB1650_05051"
"g000645_000001","g000645",NA,"Arylesterase",60,51,311,1,1,1,0,0,0,0,311,"Arylesterase(258):hypothetical protein(53)","NA(311)",648,852,670.4,9,4,"DSM25558_04380","DSM25559_01648","B203_04228","SBV_31_04204","SBV_32_04236","SBV33_04205","NCPPB1650_05050"
"g002692_000003","g002692","thpR","RNA 2'%2C3'-cyclic phosphodiesterase",80,27,311,1,1,1,0,0,0,0,311,"RNA 2'%2C3'-cyclic phosphodiesterase(311)","thpR(311)",498,597,593.51,9,5,"DSM25558_04381","DSM25559_01649","B203_04227","SBV_31_04205","SBV_32_04237","SBV33_04206","NCPPB1650_05049"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"DSM25558_04383","DSM25559_01651","B203_04225","SBV_31_04207","SBV_32_04239","SBV33_04208","NCPPB1650_05047"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"DSM25558_04384","DSM25559_01652","B203_04224","SBV_31_04208","SBV_32_04240","SBV33_04209","NCPPB1650_05046"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"DSM25558_04385","DSM25559_01653","B203_04223","SBV_31_04209","SBV_32_04241","SBV33_04210","NCPPB1650_05045"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"DSM25558_04475","DSM25559_05367","B203_04134","SBV_31_04299","SBV_32_04330","SBV33_04299","NCPPB1650_04956"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"DSM25558_04474","DSM25559_05368","B203_04135","SBV_31_04298","SBV_32_04329","SBV33_04298","NCPPB1650_04957"
"g004759_000003","g004759","ahcY","Adenosylhomocysteinase",80,16,311,1,1,1,0,0,0,0,311,"Adenosylhomocysteinase(311)","ahcY(311)",1398,1401,1400.97,10,3,"DSM25558_04473","DSM25559_05369","B203_04136","SBV_31_04297","SBV_32_04328","SBV33_04297","NCPPB1650_04958"
"g001721_000002","g001721","rcsC","Sensor histidine kinase RcsC",70,33,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(309):Sensor protein DivL(2):hypothetical protein(1)","rcsC(309):divL(2):NA(1)",864,2646,2582.24,10,4,"DSM25558_04472","DSM25559_05370","B203_04137","SBV_31_04296","SBV_32_04327","SBV33_04296","NCPPB1650_04959"
"g000148","g000148",NA,"hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",186,1530,1502.58,10,5,"DSM25558_04471","DSM25559_05371","B203_04138","SBV_31_04295","SBV_32_04326","SBV33_04295","NCPPB1650_04960"
"g000256_000001","g000256","murU","N-acetylmuramate alpha-1-phosphate uridylyltransferase",60,68,311,1,1,1,0,0,0,0,311,"N-acetylmuramate alpha-1-phosphate uridylyltransferase(311)","murU(311)",672,738,733.6,10,6,"DSM25558_04470","DSM25559_05372","B203_04139","SBV_31_04294","SBV_32_04325","SBV33_04294","NCPPB1650_04961"
"g000073_000001","g000073","addA","hypothetical protein",60,92,311,1.01,1,3,309,2,310,3,314,"hypothetical protein(313):ATP-dependent helicase/nuclease subunit A(312):RecBCD enzyme subunit RecB(1)","NA(313):addA(312):recB(1)",147,6732,3351.11,10,7,"(DSM25558_04468:DSM25558_04469)","(DSM25559_05373:DSM25559_05374)","(B203_04140:B203_04141)","(SBV_31_04291:SBV_31_04292:SBV_31_04293)","(SBV_32_04323:SBV_32_04324)","(SBV33_04292:SBV33_04293)","(NCPPB1650_04962:NCPPB1650_04963)"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"DSM25558_02239","DSM25559_03709","B203_01032","SBV_31_03144","SBV_32_02905","SBV33_02872","NCPPB1650_02853"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"DSM25558_02238","DSM25559_03708","B203_01031","SBV_31_03145","SBV_32_02904","SBV33_02871","NCPPB1650_02854"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"DSM25558_02237","DSM25559_03707","B203_01030","SBV_31_03146","SBV_32_02903","SBV33_02870","NCPPB1650_02855"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"DSM25558_02236","DSM25559_03706","B203_01029","SBV_31_03147","SBV_32_02902","SBV33_02869","NCPPB1650_02856"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"DSM25558_02235","DSM25559_03705","B203_01028","SBV_31_03148","SBV_32_02901","SBV33_02868","NCPPB1650_02857"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"DSM25558_02234","DSM25559_03704","B203_01027","SBV_31_03149","SBV_32_02900","SBV33_02867","NCPPB1650_02858"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"DSM25558_02233","DSM25559_03703","B203_01026","SBV_31_03150","SBV_32_02899","SBV33_02866","NCPPB1650_02859"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"DSM25558_05252","DSM25559_00067","B203_00548","SBV_31_01360","SBV_32_01361","SBV33_01357","NCPPB1650_01496"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"DSM25558_05253","DSM25559_00066","B203_00549","SBV_31_01361","SBV_32_01362","SBV33_01358","NCPPB1650_01495"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"DSM25558_05254","DSM25559_00065","B203_00550","SBV_31_01362","SBV_32_01363","SBV33_01359","NCPPB1650_01494"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"DSM25558_05255","DSM25559_00064","B203_00551","SBV_31_01363","SBV_32_01364","SBV33_01360","NCPPB1650_01493"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"DSM25558_05256","DSM25559_00063","B203_00552","SBV_31_01364","SBV_32_01365","SBV33_01361","NCPPB1650_01492"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"DSM25558_05257","DSM25559_00062","B203_00553","SBV_31_01365","SBV_32_01366","SBV33_01362","NCPPB1650_01491"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"DSM25558_05258","DSM25559_00061","B203_00554","SBV_31_01366","SBV_32_01367","SBV33_01363","NCPPB1650_01490"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"DSM25558_00105","DSM25559_05161","B203_04682","SBV_31_02106","SBV_32_02126","SBV33_02096","NCPPB1650_03802"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"DSM25558_00106","DSM25559_05162","B203_04681","SBV_31_02105","SBV_32_02125","SBV33_02095","NCPPB1650_03801"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"DSM25558_00107","DSM25559_05163","B203_04680","SBV_31_02104","SBV_32_02124","SBV33_02094","NCPPB1650_03800"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"DSM25558_00108","DSM25559_05164","B203_04679","SBV_31_02103","SBV_32_02123","SBV33_02093","NCPPB1650_03799"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"DSM25558_00109","DSM25559_05165","B203_04678","SBV_31_02102","SBV_32_02122","SBV33_02092","NCPPB1650_03798"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(DSM25558_00110:DSM25558_00112)","(DSM25559_05166:DSM25559_05168)","(B203_04676:B203_04677)","(SBV_31_02100:SBV_31_02101)","(SBV_32_02120:SBV_32_02121)","(SBV33_02090:SBV33_02091)","(NCPPB1650_03796:NCPPB1650_03797)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"DSM25558_00116","DSM25559_05172","B203_04672","SBV_31_02096","SBV_32_02116","SBV33_02086","NCPPB1650_03792"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"DSM25558_02436","DSM25559_03898","B203_01215","SBV_31_02956","SBV_32_03093","SBV33_03060","NCPPB1650_02665"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"DSM25558_02435","DSM25559_03897","B203_01214","SBV_31_02957","SBV_32_03092","SBV33_03059","NCPPB1650_02666"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"DSM25558_02434","DSM25559_03896","B203_01213","SBV_31_02958","SBV_32_03091","SBV33_03058","NCPPB1650_02667"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"DSM25558_02432","DSM25559_03894","B203_01211","SBV_31_02960","SBV_32_03089","SBV33_03056","NCPPB1650_02669"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"DSM25558_02431","DSM25559_03893","B203_01210","SBV_31_02961","SBV_32_03088","SBV33_03055","NCPPB1650_02670"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"DSM25558_02430","DSM25559_03892","B203_01209","SBV_31_02962","SBV_32_03087","SBV33_03054","NCPPB1650_02671"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"DSM25558_02429","DSM25559_03891","B203_01208","SBV_31_02963","SBV_32_03086","SBV33_03053","NCPPB1650_02672"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"DSM25558_01369","DSM25559_04925","B203_04582","SBV_31_02009","SBV_32_02029","SBV33_01999","NCPPB1650_03705"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"DSM25558_01368","DSM25559_04924","B203_04583","SBV_31_02010","SBV_32_02030","SBV33_02000","NCPPB1650_03706"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"DSM25558_01367","DSM25559_04923","B203_04584","SBV_31_02011","SBV_32_02031","SBV33_02001","NCPPB1650_03707"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"DSM25558_01366","DSM25559_04922","B203_04585","SBV_31_02012","SBV_32_02032","SBV33_02002","NCPPB1650_03708"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"DSM25558_01363","DSM25559_04919","B203_04588","SBV_31_02015","SBV_32_02035","SBV33_02005","NCPPB1650_03711"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"DSM25558_01362","DSM25559_04918","B203_04589","SBV_31_02016","SBV_32_02036","SBV33_02006","NCPPB1650_03712"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"DSM25558_01361","DSM25559_04917","B203_04590","SBV_31_02017","SBV_32_02037","SBV33_02007","NCPPB1650_03713"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"DSM25558_01221","DSM25559_03565","B203_02580","SBV_31_03894","SBV_32_03926","SBV33_03895","NCPPB1650_00339"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"DSM25558_01222","DSM25559_03564","B203_02579","SBV_31_03893","SBV_32_03925","SBV33_03894","NCPPB1650_00340"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"DSM25558_01223","DSM25559_03563","B203_02578","SBV_31_03892","SBV_32_03924","SBV33_03893","NCPPB1650_00341"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"DSM25558_01224","DSM25559_03562","B203_02577","SBV_31_03891","SBV_32_03923","SBV33_03892","NCPPB1650_00342"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"DSM25558_01225","DSM25559_03561","B203_02576","SBV_31_03890","SBV_32_03922","SBV33_03891","NCPPB1650_00343"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"DSM25558_01226","DSM25559_03560","B203_02575","SBV_31_03889","SBV_32_03921","SBV33_03890","NCPPB1650_00344"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"DSM25558_01227","DSM25559_03559","B203_02574","SBV_31_03888","SBV_32_03920","SBV33_03889","NCPPB1650_00345"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"DSM25558_00856","DSM25559_03904","B203_01221","SBV_31_02950","SBV_32_03099","SBV33_03066","NCPPB1650_02659"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"DSM25558_02070","DSM25559_00711","B203_00904","SBV_31_05022","SBV_32_04364","SBV33_04674","NCPPB1650_04143"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"DSM25558_02069","DSM25559_00710","B203_00903","SBV_31_05021","SBV_32_04365","SBV33_04675","NCPPB1650_04142"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"DSM25558_02068","DSM25559_00709","B203_00902","SBV_31_05020","SBV_32_04366","SBV33_04676","NCPPB1650_04141"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"DSM25558_02061","DSM25559_00702","B203_00895","SBV_31_05013","SBV_32_04373","SBV33_04683","NCPPB1650_04134"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"DSM25558_02060","DSM25559_00701","B203_00894","SBV_31_05012","SBV_32_04374","SBV33_04684","NCPPB1650_04133"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"DSM25558_02059","DSM25559_00700","B203_00893","SBV_31_05011","SBV_32_04375","SBV33_04685","NCPPB1650_04132"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"DSM25558_03966","DSM25559_01781","B203_02221","SBV_31_01527","SBV_32_01543","SBV33_01515","NCPPB1650_03221"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"DSM25558_03968","DSM25559_01783","B203_02219","SBV_31_01529","SBV_32_01545","SBV33_01517","NCPPB1650_03223"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"DSM25558_03969","DSM25559_01784","B203_02218","SBV_31_01530","SBV_32_01546","SBV33_01518","NCPPB1650_03224"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"DSM25558_03970","DSM25559_01785","B203_02217","SBV_31_01531","SBV_32_01547","SBV33_01519","NCPPB1650_03225"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"DSM25558_03971","DSM25559_01786","B203_02216","SBV_31_01532","SBV_32_01548","SBV33_01520","NCPPB1650_03226"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"DSM25558_03972","DSM25559_01787","B203_02215","SBV_31_01533","SBV_32_01549","SBV33_01521","NCPPB1650_03227"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"DSM25558_03973","DSM25559_01788","B203_02214","SBV_31_01534","SBV_32_01550","SBV33_01522","NCPPB1650_03228"
