"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","DE0067","DE0068","ICMP17598","TPD7009","TPD7005","RZME10"
"g002182","g002182","phhB","Putative pterin-4-alpha-carbinolamine dehydratase",50,31,311,1,1,1,0,0,0,0,311,"Putative pterin-4-alpha-carbinolamine dehydratase(311)","phhB(311)",303,306,305.48,9,6,"DE0067_04135","DE0068_04135","ICMP17598_04000","TPD7009_02968","TPD7005_03734","RZME10_00875"
"g001599_000001","g001599",NA,"hypothetical protein",60,36,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",378,441,393.08,9,7,"DE0067_04134","DE0068_04134","ICMP17598_03999","TPD7009_02969","TPD7005_03733","RZME10_00874"
"g003229_1_000001","g003229_1",NA,"hypothetical protein",60,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",504,621,535.4,9,8,"DE0067_04133","DE0068_04133","ICMP17598_03998","TPD7009_02970","TPD7005_03732","RZME10_00873"
"g006198_000003","g006198","manX","PTS system mannose-specific EIIAB component",80,12,311,1,1,1,0,0,0,0,311,"PTS system mannose-specific EIIAB component(249):hypothetical protein(62)","manX(249):NA(62)",402,402,402,10,1,"DE0067_04330","DE0068_04330","ICMP17598_04186","TPD7009_02775","TPD7005_03927","RZME10_03603"
"g003125_000003","g003125","ptsO","Phosphocarrier protein NPr",80,22,311,1,1,1,0,0,0,0,311,"Phosphocarrier protein NPr(174):HPr-like protein Crh(127):hypothetical protein(10)","ptsO(174):crh(127):NA(10)",276,360,276.48,10,2,"DE0067_04329","DE0068_04329","ICMP17598_04185","TPD7009_02776","TPD7005_03926","RZME10_03604"
"g004759_000003","g004759","ahcY","Adenosylhomocysteinase",80,16,311,1,1,1,0,0,0,0,311,"Adenosylhomocysteinase(311)","ahcY(311)",1398,1401,1400.97,10,3,"DE0067_04328","DE0068_04328","ICMP17598_04184","TPD7009_02777","TPD7005_03925","RZME10_03605"
"g001721_000002","g001721","rcsC","Sensor histidine kinase RcsC",70,33,311,1,1,1,1,0,1,0,311,"Sensor histidine kinase RcsC(309):Sensor protein DivL(2):hypothetical protein(1)","rcsC(309):divL(2):NA(1)",864,2646,2582.24,10,4,"DE0067_04327","DE0068_04327","ICMP17598_04183","TPD7009_02778","TPD7005_03924","RZME10_03606"
"g000148","g000148",NA,"hypothetical protein",50,74,311,1,1,1,2,0,2,0,311,"hypothetical protein(313)","NA(313)",186,1530,1502.58,10,5,"DE0067_04326","DE0068_04326","ICMP17598_04182","TPD7009_02779","TPD7005_03923","RZME10_03607"
"g000256_000001","g000256","murU","N-acetylmuramate alpha-1-phosphate uridylyltransferase",60,68,311,1,1,1,0,0,0,0,311,"N-acetylmuramate alpha-1-phosphate uridylyltransferase(311)","murU(311)",672,738,733.6,10,6,"DE0067_04325","DE0068_04325","ICMP17598_04181","TPD7009_02780","TPD7005_03922","RZME10_03608"
"g000073_000001","g000073","addA","hypothetical protein",60,92,311,1.01,1,3,309,2,310,3,314,"hypothetical protein(313):ATP-dependent helicase/nuclease subunit A(312):RecBCD enzyme subunit RecB(1)","NA(313):addA(312):recB(1)",147,6732,3351.11,10,7,"(DE0067_04323:DE0067_04324)","(DE0068_04323:DE0068_04324)","(ICMP17598_04179:ICMP17598_04180)","(TPD7009_02781:TPD7009_02782)","(TPD7005_03920:TPD7005_03921)","(RZME10_03609:RZME10_03610)"
"g000922_000002","g000922","scpB","Segregation and condensation protein B",70,43,311,1,1,1,0,0,0,0,311,"Segregation and condensation protein B(311)","scpB(311)",690,780,731.37,11,1,"DE0067_01061","DE0068_01061","ICMP17598_00323","TPD7009_01902","TPD7005_02409","RZME10_00964"
"g003133_000002","g003133","tatA","Sec-independent protein translocase protein TatA",70,25,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatA(311)","tatA(311)",204,237,211.57,11,2,"DE0067_01062","DE0068_01062","ICMP17598_00322","TPD7009_01903","TPD7005_02408","RZME10_00963"
"g000209_000001","g000209","tatB","Sec-independent protein translocase protein TatB",60,63,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatB(311)","tatB(311)",615,981,759.69,11,3,"DE0067_01063","DE0068_01063","ICMP17598_00321","TPD7009_01904","TPD7005_02407","RZME10_00962"
"g003299_000002","g003299","tatC","Sec-independent protein translocase protein TatC",70,24,311,1,1,1,0,0,0,0,311,"Sec-independent protein translocase protein TatC(311)","tatC(311)",804,828,812.69,11,4,"DE0067_01064","DE0068_01064","ICMP17598_00320","TPD7009_01905","TPD7005_02406","RZME10_00961"
"g002676_000003","g002676","serS","Serine--tRNA ligase",80,27,311,1,1,1,0,0,0,0,311,"Serine--tRNA ligase(311)","serS(311)",1281,1287,1283.98,11,5,"DE0067_01065","DE0068_01065","ICMP17598_00319","TPD7009_01906","TPD7005_02405","RZME10_00960"
"g002611_000002","g002611","surE","5'-nucleotidase SurE",70,28,311,1,1,1,0,0,0,0,311,"5'-nucleotidase SurE(311)","surE(311)",765,846,773.11,11,6,"DE0067_01066","DE0068_01066","ICMP17598_00318","TPD7009_01907","TPD7005_02404","RZME10_00959"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"DE0067_01067","DE0068_01067","ICMP17598_00317","TPD7009_01908","TPD7005_02403","RZME10_00958"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"DE0067_00123","DE0068_00123","ICMP17598_04539","TPD7009_04805","TPD7005_00794","RZME10_04092"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"DE0067_00124","DE0068_00124","ICMP17598_04538","TPD7009_04804","TPD7005_00795","RZME10_04093"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"DE0067_00125","DE0068_00125","ICMP17598_04537","TPD7009_04803","TPD7005_00796","RZME10_04094"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"DE0067_00126","DE0068_00126","ICMP17598_04536","TPD7009_04802","TPD7005_00797","RZME10_04095"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"DE0067_00127","DE0068_00127","ICMP17598_04535","TPD7009_04801","TPD7005_00798","RZME10_04096"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"DE0067_00128","DE0068_00128","ICMP17598_04534","TPD7009_04800","TPD7005_00799","RZME10_04097"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"DE0067_00129","DE0068_00129","ICMP17598_04533","TPD7009_04799","TPD7005_00800","RZME10_04098"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"DE0067_00625","DE0068_00625","ICMP17598_00757","TPD7009_01466","TPD7005_01186","RZME10_04378"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"DE0067_00624","DE0068_00624","ICMP17598_00758","TPD7009_01465","TPD7005_01185","RZME10_04379"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"DE0067_00623","DE0068_00623","ICMP17598_00759","TPD7009_01464","TPD7005_01184","RZME10_04380"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"DE0067_00622","DE0068_00622","ICMP17598_00760","TPD7009_01463","TPD7005_01183","RZME10_04381"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"DE0067_00621","DE0068_00621","ICMP17598_00761","TPD7009_01462","TPD7005_01182","RZME10_04382"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(DE0067_00619:DE0067_00620)","(DE0068_00619:DE0068_00620)","(ICMP17598_00762:ICMP17598_00763)","(TPD7009_01460:TPD7009_01461)","(TPD7005_01180:TPD7005_01181)","(RZME10_04383:RZME10_04384)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"DE0067_01700","DE0068_01980","ICMP17598_01562","TPD7009_03511","TPD7005_03484","RZME10_03937"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"DE0067_01107","DE0068_01107","ICMP17598_00277","TPD7009_01947","TPD7005_02364","RZME10_00919"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"DE0067_01108","DE0068_01108","ICMP17598_00276","TPD7009_01948","TPD7005_02363","RZME10_00918"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"DE0067_01109","DE0068_01109","ICMP17598_00275","TPD7009_01949","TPD7005_02362","RZME10_00917"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"DE0067_01110","DE0068_01110","ICMP17598_00274","TPD7009_01950","TPD7005_02361","RZME10_00915"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"DE0067_01111","DE0068_01111","ICMP17598_00273","TPD7009_01951","TPD7005_02360","RZME10_00914"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"DE0067_01112","DE0068_01112","ICMP17598_00272","TPD7009_01952","TPD7005_02359","RZME10_00913"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"DE0067_01113","DE0068_01113","ICMP17598_00271","TPD7009_01953","TPD7005_02358","RZME10_00912"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"DE0067_01604","DE0068_02076","ICMP17598_01463","TPD7009_03777","TPD7005_03387","RZME10_03858"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"DE0067_01605","DE0068_02075","ICMP17598_01464","TPD7009_03776","TPD7005_03388","RZME10_03857"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"DE0067_01606","DE0068_02074","ICMP17598_01465","TPD7009_03775","TPD7005_03389","RZME10_03856"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"DE0067_01607","DE0068_02073","ICMP17598_01466","TPD7009_03774","TPD7005_03390","RZME10_03855"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"DE0067_01610","DE0068_02070","ICMP17598_01469","TPD7009_03771","TPD7005_03393","RZME10_03852"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"DE0067_01611","DE0068_02069","ICMP17598_01470","TPD7009_03770","TPD7005_03394","RZME10_03851"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"DE0067_01612","DE0068_02068","ICMP17598_01471","TPD7009_03769","TPD7005_03395","RZME10_03850"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"DE0067_03220","DE0068_03449","ICMP17598_03171","TPD7009_02351","TPD7005_01667","RZME10_02358"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"DE0067_03221","DE0068_03448","ICMP17598_03172","TPD7009_02352","TPD7005_01668","RZME10_02359"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"DE0067_03222","DE0068_03447","ICMP17598_03173","TPD7009_02353","TPD7005_01669","RZME10_02360"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"DE0067_03223","DE0068_03446","ICMP17598_03174","TPD7009_02354","TPD7005_01670","RZME10_02361"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"DE0067_03224","DE0068_03445","ICMP17598_03175","TPD7009_02355","TPD7005_01671","RZME10_02362"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"DE0067_03225","DE0068_03444","ICMP17598_03176","TPD7009_02356","TPD7005_01672","RZME10_02363"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"DE0067_03226","DE0068_03443","ICMP17598_03177","TPD7009_02357","TPD7005_01673","RZME10_02364"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"DE0067_02257","DE0068_01423","ICMP17598_02175","TPD7009_00418","TPD7005_03059","RZME10_01819"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"DE0067_02044","DE0068_01636","ICMP17598_01966","TPD7009_00208","TPD7005_02849","RZME10_02025"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"DE0067_02043","DE0068_01637","ICMP17598_01965","TPD7009_00207","TPD7005_02848","RZME10_02026"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"DE0067_02042","DE0068_01638","ICMP17598_01964","TPD7009_00206","TPD7005_02847","RZME10_02027"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"DE0067_02035","DE0068_01645","ICMP17598_01957","TPD7009_00199","TPD7005_02840","RZME10_02034"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"DE0067_02034","DE0068_01646","ICMP17598_01956","TPD7009_00198","TPD7005_02839","RZME10_02035"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"DE0067_02033","DE0068_01647","ICMP17598_01955","TPD7009_00197","TPD7005_02838","RZME10_02036"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"DE0067_03426","DE0068_03242","ICMP17598_03378","TPD7009_02577","TPD7005_01893","RZME10_02610"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"DE0067_03428","DE0068_03240","ICMP17598_03380","TPD7009_02579","TPD7005_01895","RZME10_02612"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"DE0067_03429","DE0068_03239","ICMP17598_03381","TPD7009_02580","TPD7005_01896","RZME10_02613"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"DE0067_03430","DE0068_03238","ICMP17598_03382","TPD7009_02581","TPD7005_01897","RZME10_02614"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"DE0067_03431","DE0068_03237","ICMP17598_03383","TPD7009_02582","TPD7005_01898","RZME10_02615"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"DE0067_03432","DE0068_03236","ICMP17598_03384","TPD7009_02583","TPD7005_01899","RZME10_02616"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"DE0067_03433","DE0068_03235","ICMP17598_03385","TPD7009_02584","TPD7005_01900","RZME10_02617"
"g004110_1_000003","g004110_1",NA,"Purine-binding protein",80,18,311,1,1,1,0,0,0,0,311,"Purine-binding protein(311)","NA(311)",1074,1140,1077.23,19,1,"DE0067_01953","DE0068_01727","ICMP17598_01874","TPD7009_00116","TPD7005_02757","RZME10_02118"
"g002440_000002","g002440",NA,"hypothetical protein",70,29,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",273,921,916.81,19,2,"DE0067_01952","DE0068_01728","ICMP17598_01873","TPD7009_00115","TPD7005_02756","RZME10_02119"
"g002909_000002","g002909",NA,"hypothetical protein",70,26,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",1086,1110,1093.64,19,3,"DE0067_01951","DE0068_01729","ICMP17598_01872","TPD7009_00114","TPD7005_02755","RZME10_02120"
"g000981_000002","g000981","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,42,311,1.01,1,2,0,2,0,2,313,"Galactose/methyl galactoside import ATP-binding protein MglA(306):Arabinose import ATP-binding protein AraG(5):Ribose import ATP-binding protein RbsA(2)","mglA(306):araG(5):rbsA(2)",1497,1599,1575.54,19,4,"DE0067_01950","DE0068_01730","ICMP17598_01871","TPD7009_00113","TPD7005_02754","RZME10_02121"
"g003114_000003","g003114","pcs","Phosphatidylcholine synthase",80,24,311,1,1,1,0,0,0,0,311,"Phosphatidylcholine synthase(311)","pcs(311)",585,867,745.68,19,5,"DE0067_01949","DE0068_01731","ICMP17598_01870","TPD7009_00112","TPD7005_02753","RZME10_02122"
"g000783_000001","g000783","ubiF","2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase",60,47,311,1,1,1,0,0,0,0,311,"2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase(268):2-octaprenylphenol hydroxylase(41):2-octaprenyl-6-methoxyphenol hydroxylase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","ubiF(268):ubiI(41):ubiH(1):mhpA(1)",1203,1326,1208.43,19,6,"DE0067_01948","DE0068_01732","ICMP17598_01869","TPD7009_00111","TPD7005_02752","RZME10_02123"
"g002962_000002","g002962","dsbD","hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(305):Thiol:disulfide interchange protein DsbD(6)","NA(305):dsbD(6)",333,777,751.12,19,7,"DE0067_01946","DE0068_01734","ICMP17598_01867","TPD7009_00052","TPD7005_02693","RZME10_02125"
