"allele_name","gene_family","consensus_gene_name","consensus_product","threshold","alleles_at_maximum_threshold","number_genomes","average_dose","min_dose","max_dose","genomes_containing_fissions","genomes_containing_duplications","number_fission_loci","number_duplicated_loci","no_loci","products","gene_names","min_length.bp.","max_length.bp.","average_length.bp.","cluster","cluster_order","CFBP5877","CFBP5499","NCPPB925"
"g003432_000001","g003432","pcm","Protein-L-isoaspartate O-methyltransferase",60,23,311,1,1,1,0,0,0,0,311,"Protein-L-isoaspartate O-methyltransferase(311)","pcm(311)",351,684,653.12,11,7,"CFBP5877_01380","CFBP5499_01480","NCPPB925_00835"
"g006996_000004","g006996","nusG","Transcription termination/antitermination protein NusG",90,10,311,1,1,1,0,0,0,0,311,"Transcription termination/antitermination protein NusG(311)","nusG(311)",414,531,530.62,12,1,"CFBP5877_01653","CFBP5499_01753","NCPPB925_00561"
"g006189_000004","g006189","rplK","50S ribosomal protein L11",90,12,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L11(311)","rplK(311)",432,432,432,12,2,"CFBP5877_01652","CFBP5499_01752","NCPPB925_00562"
"g005492_000004","g005492","rplA","50S ribosomal protein L1",90,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L1(311)","rplA(311)",696,699,696.8,12,3,"CFBP5877_01651","CFBP5499_01751","NCPPB925_00563"
"g005661_000003","g005661","rplJ","50S ribosomal protein L10",80,13,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L10(311)","rplJ(311)",519,591,519.46,12,4,"CFBP5877_01650","CFBP5499_01750","NCPPB925_00564"
"g003819_000004","g003819","rplL","50S ribosomal protein L7/L12",90,21,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L7/L12(311)","rplL(311)",372,384,377.46,12,5,"CFBP5877_01649","CFBP5499_01749","NCPPB925_00565"
"g005877_000004","g005877","rpoB","DNA-directed RNA polymerase subunit beta",90,12,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit beta(311)","rpoB(311)",4131,4143,4139.28,12,6,"CFBP5877_01648","CFBP5499_01748","NCPPB925_00566"
"g006224_000004","g006224","rpoC","DNA-directed RNA polymerase subunit beta'",90,11,311,1,1,1,1,0,1,0,311,"DNA-directed RNA polymerase subunit beta'(312)","rpoC(312)",1143,4215,4181.68,12,7,"CFBP5877_01647","CFBP5499_01747","NCPPB925_00567"
"g001536_000001","g001536","yibF","putative GST-like protein YibF",60,36,311,1,1,1,0,0,0,0,311,"putative GST-like protein YibF(248):hypothetical protein(63)","yibF(248):NA(63)",594,597,596.87,13,1,"CFBP5877_00851","CFBP5499_00944","NCPPB925_01375"
"g002436","g002436",NA,"hypothetical protein",50,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",633,663,647.74,13,2,"CFBP5877_00850","CFBP5499_00943","NCPPB925_01376"
"g001484_000001","g001484","budC","Diacetyl reductase [(S)-acetoin forming]",60,37,311,1,1,1,0,0,0,0,311,"Diacetyl reductase [(S)-acetoin forming](157):hypothetical protein(69):Glucose 1-dehydrogenase 2(35):3-oxoacyl-[acyl-carrier-protein] reductase FabG(20):3-oxoacyl-[acyl-carrier-protein] reductase(14):putative oxidoreductase(8):(S)-1-Phenylethanol dehydrogenase(7):Glucose 1-dehydrogenase(1)","budC(157):NA(78):ycdF(35):fabG(34):ped(7)",705,807,765.14,13,3,"CFBP5877_00849","CFBP5499_00942","NCPPB925_01377"
"g002342_000003","g002342","uvrC","UvrABC system protein C",80,29,311,1,1,1,1,0,1,0,311,"UvrABC system protein C(312)","uvrC(312)",837,2073,2040.84,13,4,"CFBP5877_00848","CFBP5499_00941","NCPPB925_01378"
"g003900_000003","g003900","pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase",80,20,311,1,1,1,0,0,0,0,311,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(311)","pgsA(311)",582,696,590.28,13,5,"CFBP5877_00847","CFBP5499_00940","NCPPB925_01379"
"g000050_000001","g000050","moaE","Molybdopterin synthase catalytic subunit",60,112,311,1,1,1,307,0,307,0,311,"Molybdopterin synthase catalytic subunit(307):hypothetical protein(223):Molybdopterin synthase sulfur carrier subunit(88)","moaE(307):NA(223):moaD(88)",255,723,360.7,13,6,"(CFBP5877_00845:CFBP5877_00846)","(CFBP5499_00938:CFBP5499_00939)","(NCPPB925_01380:NCPPB925_01381)"
"g006626_000004","g006626","ndk","Nucleoside diphosphate kinase",90,11,311,1,1,1,0,0,0,0,311,"Nucleoside diphosphate kinase(311)","ndk(311)",423,423,423,13,7,"CFBP5877_00841","CFBP5499_00934","NCPPB925_01385"
"g007044_000004","g007044",NA,"hypothetical protein",90,10,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",678,678,678,14,1,"CFBP5877_01521","CFBP5499_01621","NCPPB925_00693"
"g000162_000001","g000162","iscS","Cysteine desulfurase IscS",60,74,311,1,1,1,0,0,0,0,311,"Cysteine desulfurase IscS(140):IscS-like cysteine desulfurase(117):Cysteine desulfurase NifS(54)","iscS(257):nifS(54)",1146,1212,1171.55,14,2,"CFBP5877_01520","CFBP5499_01620","NCPPB925_00694"
"g005605_000004","g005605","sufB","FeS cluster assembly protein SufB",90,13,311,1,1,1,0,0,0,0,311,"FeS cluster assembly protein SufB(311)","sufB(311)",1470,1470,1470,14,3,"CFBP5877_01519","CFBP5499_01619","NCPPB925_00695"
"g008615_000003","g008615","sufC","putative ATP-dependent transporter SufC",80,8,311,1,1,1,0,0,0,0,311,"putative ATP-dependent transporter SufC(311)","sufC(311)",756,756,756,14,4,"CFBP5877_01517","CFBP5499_01617","NCPPB925_00697"
"g001106_000001","g001106","sufD","FeS cluster assembly protein SufD",60,38,311,1,1,1,1,0,1,0,311,"FeS cluster assembly protein SufD(310):hypothetical protein(2)","sufD(310):NA(2)",339,1329,1270.53,14,5,"CFBP5877_01516","CFBP5499_01616","NCPPB925_00698"
"g003354_000003","g003354","csd","putative cysteine desulfurase",80,22,311,1,1,1,0,0,0,0,311,"putative cysteine desulfurase(301):Cysteine desulfurase SufS(10)","csd(301):sufS(10)",1242,1254,1248.34,14,6,"CFBP5877_01515","CFBP5499_01615","NCPPB925_00699"
"g002789_000003","g002789",NA,"hypothetical protein",80,27,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",375,444,390.83,14,7,"CFBP5877_01514","CFBP5499_01614","NCPPB925_00700"
"g004333_000004","g004333",NA,"hypothetical protein",90,15,311,1,1,2,0,1,0,1,312,"hypothetical protein(312)","NA(312)",570,594,576.36,15,1,"CFBP5877_00752","CFBP5499_00845","NCPPB925_01474"
"g004244_000003","g004244","rpoZ","DNA-directed RNA polymerase subunit omega",80,19,311,1,1,1,0,0,0,0,311,"DNA-directed RNA polymerase subunit omega(311)","rpoZ(311)",390,405,396.8,15,2,"CFBP5877_00753","CFBP5499_00846","NCPPB925_01473"
"g005239_000003","g005239","rsh","GTP pyrophosphokinase rsh",80,14,311,1,1,1,0,0,0,0,311,"GTP pyrophosphokinase rsh(311)","rsh(311)",2217,2301,2234.74,15,3,"CFBP5877_00754","CFBP5499_00847","NCPPB925_01472"
"g003266_000001","g003266",NA,"hypothetical protein",60,21,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",147,186,150.4,15,4,"CFBP5877_00755","CFBP5499_00848","NCPPB925_01471"
"g002709_1_000003","g002709_1","lepB","Signal peptidase I",70,20,311,1,1,1,0,0,0,0,311,"Signal peptidase I(311)","lepB(311)",600,759,747.66,15,5,"CFBP5877_00758","CFBP5499_00851","NCPPB925_01468"
"g002478_000002","g002478","rnc","Ribonuclease 3",70,29,311,1,1,1,0,0,0,0,311,"Ribonuclease 3(311)","rnc(311)",714,726,719.2,15,6,"CFBP5877_00759","CFBP5499_00852","NCPPB925_01467"
"g004123_000003","g004123","era","GTPase Era",80,19,311,1,1,1,0,0,0,0,311,"GTPase Era(311)","era(311)",942,1005,958.86,15,7,"CFBP5877_00760","CFBP5499_00853","NCPPB925_01466"
"g002431_000001","g002431","mshD","Mycothiol acetyltransferase",60,29,311,1,1,1,0,0,0,0,311,"Mycothiol acetyltransferase(163):Ribosomal-protein-alanine acetyltransferase(97):N-alpha-acetyltransferase RimI(50):hypothetical protein(1)","mshD(163):rimI(147):NA(1)",495,498,495.52,16,1,"CFBP5877_00029","CFBP5499_00029","NCPPB925_02286"
"g003619_1_000005","g003619_1","fur","Ferric uptake regulation protein",80,15,311,1,1,1,0,0,0,0,311,"Ferric uptake regulation protein(311)","fur(311)",381,429,424.99,16,2,"CFBP5877_00030","CFBP5499_00030","NCPPB925_02285"
"g001819_000001","g001819",NA,"hypothetical protein",60,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",792,861,807.41,16,3,"CFBP5877_00031","CFBP5499_00031","NCPPB925_02284"
"g002226_000002","g002226","miaB","tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase",70,28,311,1,1,1,1,0,1,0,311,"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase(312)","miaB(312)",258,1440,1398.85,16,4,"CFBP5877_00032","CFBP5499_00032","NCPPB925_02283"
"g004614_000003","g004614","ybeZ","PhoH-like protein",80,16,311,1,1,1,0,0,0,0,311,"PhoH-like protein(311)","NA(164):ybeZ(147)",1053,1077,1068.48,16,5,"CFBP5877_00033","CFBP5499_00033","NCPPB925_02282"
"g001667_000001","g001667","ybeY","Endoribonuclease YbeY",60,35,311,1,1,1,0,0,0,0,311,"Endoribonuclease YbeY(311)","ybeY(311)",498,549,509.49,16,6,"CFBP5877_00034","CFBP5499_00034","NCPPB925_02281"
"g001961_000001","g001961","tlyC","hypothetical protein",60,32,311,1,1,1,0,0,0,0,311,"hypothetical protein(299):Hemolysin C(12)","NA(299):tlyC(12)",483,1302,1131.64,16,7,"CFBP5877_00035","CFBP5499_00035","NCPPB925_02280"
"g001701_000001","g001701",NA,"hypothetical protein",60,35,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",306,405,320.3,17,1,"CFBP5877_01604","CFBP5499_01704","NCPPB925_00610"
"g001032","g001032",NA,"hypothetical protein",50,43,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",786,807,791.09,17,2,"CFBP5877_01166","CFBP5499_01259","NCPPB925_01057"
"g000757_000001","g000757","mupP","N-acetylmuramic acid 6-phosphate phosphatase",60,48,311,1,1,1,0,0,0,0,311,"N-acetylmuramic acid 6-phosphate phosphatase(168):Phosphoglycolate phosphatase(79):5'-nucleotidase(50):Pyrophosphatase PpaX(14)","mupP(168):gph(79):NA(50):ppaX(14)",654,672,661.89,17,3,"CFBP5877_01165","CFBP5499_01258","NCPPB925_01058"
"g003913_000003","g003913","rluC","Ribosomal large subunit pseudouridine synthase C",80,18,311,1,1,1,0,0,0,0,311,"Ribosomal large subunit pseudouridine synthase C(310):hypothetical protein(1)","rluC(310):NA(1)",945,1110,976.47,17,4,"CFBP5877_01164","CFBP5499_01257","NCPPB925_01059"
"g000330_000002","g000330","gcvT","Aminomethyltransferase",70,62,311,1,1,1,0,0,0,0,311,"Aminomethyltransferase(311)","gcvT(311)",1137,1209,1141.61,17,5,"CFBP5877_01158","CFBP5499_01251","NCPPB925_01065"
"g003123_000003","g003123","gcvH","Glycine cleavage system H protein",80,25,311,1,1,1,0,0,0,0,311,"Glycine cleavage system H protein(311)","gcvH(311)",363,363,363,17,6,"CFBP5877_01157","CFBP5499_01250","NCPPB925_01066"
"g004263_000003","g004263","gcvP","Glycine dehydrogenase (decarboxylating)",80,17,311,1,1,1,1,0,1,0,311,"Glycine dehydrogenase (decarboxylating)(312)","gcvP(312)",579,2865,2855.76,17,7,"CFBP5877_01156","CFBP5499_01249","NCPPB925_01067"
"g002520_1_000005","g002520_1","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase",80,17,311,1.01,1,2,0,2,0,2,313,"UDP-N-acetylglucosamine 1-carboxyvinyltransferase(313)","murA(313)",489,1344,1284.33,18,1,"CFBP5877_00192","CFBP5499_00285","NCPPB925_02035"
"g001426_000003","g001426","hisD","Histidinol dehydrogenase",80,37,311,1,1,1,0,0,0,0,311,"Histidinol dehydrogenase(311)","hisD(311)",1299,1356,1299.67,18,2,"CFBP5877_00190","CFBP5499_00283","NCPPB925_02037"
"g002432_1_000009","g002432_1",NA,"hypothetical protein",80,25,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",444,525,474.07,18,3,"CFBP5877_00189","CFBP5499_00282","NCPPB925_02038"
"g002280_000001","g002280","arsC","Protein ArsC",60,30,311,1,1,1,0,0,0,0,311,"Protein ArsC(178):hypothetical protein(109):Arsenate reductase(16):Glutaredoxin arsenate reductase(8)","arsC(202):NA(109)",462,504,484.67,18,4,"CFBP5877_00188","CFBP5499_00281","NCPPB925_02039"
"g007724_000004","g007724","infA","Translation initiation factor IF-1",90,7,311,1,1,1,0,0,0,0,311,"Translation initiation factor IF-1(311)","infA(311)",219,300,257.01,18,5,"CFBP5877_00187","CFBP5499_00280","NCPPB925_02040"
"g002720_000002","g002720","yhdE","Maf-like protein YhdE",70,27,311,1,1,1,0,0,0,0,311,"Maf-like protein YhdE(311)","yhdE(311)",621,624,622.69,18,6,"CFBP5877_00186","CFBP5499_00279","NCPPB925_02041"
"g000968_000002","g000968","yacG","DNA gyrase inhibitor YacG",70,44,311,1,1,1,0,0,0,0,311,"DNA gyrase inhibitor YacG(311)","yacG(311)",210,231,221.06,18,7,"CFBP5877_00185","CFBP5499_00278","NCPPB925_02042"
"g004110_1_000003","g004110_1",NA,"Purine-binding protein",80,18,311,1,1,1,0,0,0,0,311,"Purine-binding protein(311)","NA(311)",1074,1140,1077.23,19,1,"CFBP5877_01467","CFBP5499_01567","NCPPB925_00748"
"g002440_000002","g002440",NA,"hypothetical protein",70,29,311,1.01,1,2,1,2,1,2,313,"hypothetical protein(314)","NA(314)",273,921,916.81,19,2,"CFBP5877_01468","CFBP5499_01568","NCPPB925_00747"
"g002909_000002","g002909",NA,"hypothetical protein",70,26,311,1.01,1,2,0,2,0,2,313,"hypothetical protein(313)","NA(313)",1086,1110,1093.64,19,3,"CFBP5877_01469","CFBP5499_01569","NCPPB925_00746"
"g000981_000002","g000981","mglA","Galactose/methyl galactoside import ATP-binding protein MglA",70,42,311,1.01,1,2,0,2,0,2,313,"Galactose/methyl galactoside import ATP-binding protein MglA(306):Arabinose import ATP-binding protein AraG(5):Ribose import ATP-binding protein RbsA(2)","mglA(306):araG(5):rbsA(2)",1497,1599,1575.54,19,4,"CFBP5877_01470","CFBP5499_01570","NCPPB925_00745"
"g003114_000003","g003114","pcs","Phosphatidylcholine synthase",80,24,311,1,1,1,0,0,0,0,311,"Phosphatidylcholine synthase(311)","pcs(311)",585,867,745.68,19,5,"CFBP5877_01471","CFBP5499_01571","NCPPB925_00744"
"g000783_000001","g000783","ubiF","2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase",60,47,311,1,1,1,0,0,0,0,311,"2-octaprenyl-3-methyl-6-methoxy-1%2C4-benzoquinol hydroxylase(268):2-octaprenylphenol hydroxylase(41):2-octaprenyl-6-methoxyphenol hydroxylase(1):3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase(1)","ubiF(268):ubiI(41):ubiH(1):mhpA(1)",1203,1326,1208.43,19,6,"CFBP5877_01472","CFBP5499_01572","NCPPB925_00743"
"g002962_000002","g002962","dsbD","hypothetical protein",70,26,311,1,1,1,0,0,0,0,311,"hypothetical protein(305):Thiol:disulfide interchange protein DsbD(6)","NA(305):dsbD(6)",333,777,751.12,19,7,"CFBP5877_01474","CFBP5499_01574","NCPPB925_00741"
"g003631_000003","g003631",NA,"hypothetical protein",80,22,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",258,261,258.74,20,1,"CFBP5877_00052","CFBP5499_00052","NCPPB925_02263"
"g002587","g002587","ibpA","Small heat shock protein IbpA",50,28,311,1,1,1,0,0,0,0,311,"Small heat shock protein IbpA(309):Small heat shock protein IbpB(2)","ibpA(309):ibpB(2)",315,555,433.69,20,2,"CFBP5877_00051","CFBP5499_00051","NCPPB925_02264"
"g001997_1_000003","g001997_1","rihA","Pyrimidine-specific ribonucleoside hydrolase RihA",70,31,311,1,1,2,0,1,0,1,312,"Pyrimidine-specific ribonucleoside hydrolase RihA(312)","rihA(312)",945,1038,951.92,20,3,"CFBP5877_00050","CFBP5499_00050","NCPPB925_02265"
"g002449_000002","g002449",NA,"hypothetical protein",70,29,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",861,894,867.55,20,4,"CFBP5877_00048","CFBP5499_00048","NCPPB925_02267"
"g004203_000003","g004203","dapD","2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase",80,19,311,1,1,1,0,0,0,0,311,"2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase(311)","dapD(311)",855,861,856.34,20,5,"CFBP5877_00047","CFBP5499_00047","NCPPB925_02268"
"g000823_000002","g000823","dapE","Succinyl-diaminopimelate desuccinylase",70,46,311,1,1,1,0,0,0,0,311,"Succinyl-diaminopimelate desuccinylase(311)","dapE(311)",1194,1284,1200.88,20,6,"CFBP5877_00046","CFBP5499_00046","NCPPB925_02269"
"g000285_000002","g000285",NA,"putative protein",70,65,311,1,1,1,0,0,0,0,311,"putative protein(311)","NA(311)",384,1200,1181.37,21,1,"CFBP5877_00302","CFBP5499_00395","NCPPB925_01927"
"g003687_1_000005","g003687_1","puuA","Gamma-glutamylputrescine synthetase PuuA",80,18,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine synthetase PuuA(311)","puuA(311)",1350,1440,1433.07,21,2,"CFBP5877_00301","CFBP5499_00394","NCPPB925_01928"
"g001107_000002","g001107","puuB","Gamma-glutamylputrescine oxidoreductase",70,41,311,1,1,1,0,0,0,0,311,"Gamma-glutamylputrescine oxidoreductase(311)","puuB(311)",1284,1299,1289.77,21,3,"CFBP5877_00300","CFBP5499_00393","NCPPB925_01929"
"g004732_000003","g004732","zwf","Glucose-6-phosphate 1-dehydrogenase",80,15,311,1,1,1,1,0,1,0,311,"Glucose-6-phosphate 1-dehydrogenase(312)","zwf(312)",285,1476,1470.37,21,4,"CFBP5877_00298","CFBP5499_00391","NCPPB925_01931"
"g001375_000001","g001375","pgl","6-phosphogluconolactonase",60,38,311,1,1,1,0,0,0,0,311,"6-phosphogluconolactonase(311)","pgl(311)",699,708,699.33,21,5,"CFBP5877_00297","CFBP5499_00390","NCPPB925_01932"
"g002491_1_000004","g002491_1","edd","Phosphogluconate dehydratase",80,22,311,1,1,1,1,0,1,0,311,"Phosphogluconate dehydratase(310):hypothetical protein(2)","edd(310):NA(2)",150,1941,1809.46,21,6,"CFBP5877_00296","CFBP5499_00389","NCPPB925_01933"
"g000799_000001","g000799",NA,"hypothetical protein",60,47,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",384,543,411.76,22,1,"CFBP5877_01539","CFBP5499_01639","NCPPB925_00675"
"g002451_000003","g002451","purQ","Phosphoribosylformylglycinamidine synthase subunit PurQ",80,29,311,1,1,1,0,0,0,0,311,"Phosphoribosylformylglycinamidine synthase subunit PurQ(311)","purQ(311)",672,675,672.48,22,2,"CFBP5877_01538","CFBP5499_01638","NCPPB925_00676"
"g011014_000004","g011014","purC","Phosphoribosylaminoimidazole-succinocarboxamide synthase",90,6,311,1,1,1,0,0,0,0,311,"Phosphoribosylaminoimidazole-succinocarboxamide synthase(311)","purC(311)",765,765,765,22,3,"CFBP5877_01536","CFBP5499_01636","NCPPB925_00678"
"g001773_000003","g001773",NA,"hypothetical protein",80,34,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",537,621,561.96,22,4,"CFBP5877_01535","CFBP5499_01635","NCPPB925_00679"
"g005312_000003","g005312","purB","Adenylosuccinate lyase",80,14,311,1,1,1,0,0,0,0,311,"Adenylosuccinate lyase(311)","purB(311)",1281,1374,1325.88,22,5,"CFBP5877_01534","CFBP5499_01634","NCPPB925_00680"
"g002766_1_000002","g002766_1","rpe","Ribulose-phosphate 3-epimerase",70,26,311,1,1,1,0,0,0,0,311,"Ribulose-phosphate 3-epimerase(311)","rpe(311)",678,687,680.37,22,6,"CFBP5877_01532","CFBP5499_01632","NCPPB925_00682"
"g000404","g000404",NA,"hypothetical protein",50,58,311,1,1,1,284,0,284,0,311,"hypothetical protein(595)","NA(595)",1170,2697,1344.35,23,1,"(CFBP5877_03460:CFBP5877_03461)","(CFBP5499_03561:CFBP5499_03562)","(NCPPB925_04314:NCPPB925_04315)"
"g000552_1_000007","g000552_1","secA","Protein translocase subunit SecA",80,37,311,1,1,1,143,0,143,0,311,"Protein translocase subunit SecA(311):hypothetical protein(143)","secA(311):NA(143)",894,3750,2142.71,23,2,"(CFBP5877_03457:CFBP5877_03458)","(CFBP5499_03558:CFBP5499_03559)","(NCPPB925_04317:NCPPB925_04318)"
"g003423_000001","g003423","prsA","Foldase protein PrsA",60,23,311,1,1,1,0,0,0,0,311,"Foldase protein PrsA(230):Putative peptidyl-prolyl cis-trans isomerase Cbf2(81)","prsA(230):cbf2(81)",843,924,894.42,23,3,"CFBP5877_03456","CFBP5499_03557","NCPPB925_04319"
"g001869_000003","g001869","argJ","Arginine biosynthesis bifunctional protein ArgJ",80,33,311,1,1,1,0,0,0,0,311,"Arginine biosynthesis bifunctional protein ArgJ(161):Glutamate N-acetyltransferase 2(150)","argJ(161):oat2(150)",1068,1293,1235.91,23,4,"CFBP5877_03455","CFBP5499_03556","NCPPB925_04320"
"g002185_000001","g002185","mshD","hypothetical protein",60,31,311,1,1,1,0,0,0,0,311,"hypothetical protein(277):Mycothiol acetyltransferase(34)","NA(277):mshD(34)",768,819,791.8,23,5,"CFBP5877_03454","CFBP5499_03555","NCPPB925_04321"
"g002469_1_000005","g002469_1","nudG","CTP pyrophosphohydrolase",80,22,311,1,1,1,0,0,0,0,311,"CTP pyrophosphohydrolase(308):8-oxo-dGTP diphosphatase(3)","nudG(308):mutT(3)",408,441,421.03,23,6,"CFBP5877_03453","CFBP5499_03554","NCPPB925_04322"
"g004184_000001","g004184",NA,"hypothetical protein",60,19,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",174,177,175.73,24,1,"CFBP5877_03716","CFBP5499_03820","NCPPB925_04056"
"g004013_000003","g004013",NA,"hypothetical protein",80,20,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",204,435,218.92,24,2,"CFBP5877_03717","CFBP5499_03821","NCPPB925_04055"
"g005110_1_000004","g005110_1","purE","N5-carboxyaminoimidazole ribonucleotide mutase",80,13,311,1,1,1,0,0,0,0,311,"N5-carboxyaminoimidazole ribonucleotide mutase(311)","purE(311)",498,501,500.21,24,3,"CFBP5877_03718","CFBP5499_03822","NCPPB925_04054"
"g000591_000002","g000591","purK","N5-carboxyaminoimidazole ribonucleotide synthase",70,51,311,1,1,1,1,0,1,0,311,"N5-carboxyaminoimidazole ribonucleotide synthase(312)","purK(312)",150,1182,1075.77,24,4,"CFBP5877_03719","CFBP5499_03823","NCPPB925_04053"
"g009295_000004","g009295","rpmJ","50S ribosomal protein L36",90,7,311,1,1,1,0,0,0,0,311,"50S ribosomal protein L36(311)","rpmJ(311)",126,126,126,24,5,"CFBP5877_03720","CFBP5499_03824","NCPPB925_04052"
"g000342","g000342",NA,"hypothetical protein",50,60,311,1,1,1,0,0,0,0,311,"hypothetical protein(311)","NA(311)",513,804,650.39,24,6,"CFBP5877_03721","CFBP5499_03825","NCPPB925_04051"
"g000113","g000113","rcsC","Sensor histidine kinase RcsC",50,77,311,1,1,2,2,1,2,1,312,"Sensor histidine kinase RcsC(309):Cell-division control histidine kinase PdhS(4):hypothetical protein(1)","rcsC(309):pdhS(4):NA(1)",213,4242,3757.6,25,1,"CFBP5877_00313","CFBP5499_00406","NCPPB925_01916"
